"country" "year" "age" "sex" "mx" "death" "exp"
"Brazil" 1966 68 "Female" 0.0387210186240973 4.075 105.24
"Brazil" 1966 69 "Male" 0.055389539894123 4.949 89.349
"Brazil" 1966 69 "Female" 0.042642131795409 4.111 96.407
"Brazil" 1966 70 "Male" 0.0602480655153818 4.804 79.737
"Brazil" 1966 70 "Female" 0.0471031992456128 4.096 86.958
"Brazil" 1966 71 "Male" 0.0656564230030505 4.649 70.808
"Brazil" 1966 71 "Female" 0.0520584533990806 4.054 77.874
"Brazil" 1966 72 "Male" 0.0716312056737589 4.545 63.45
"Brazil" 1966 72 "Female" 0.0574668542439357 4.044 70.371
"Brazil" 1966 73 "Male" 0.0782251006476457 4.469 57.13
"Brazil" 1966 73 "Female" 0.0633045703496809 4.057 64.087
"Brazil" 1966 74 "Male" 0.0854821341164953 4.366 51.075
"Brazil" 1966 74 "Female" 0.0695996556177357 4.042 58.075
"Brazil" 1966 75 "Male" 0.093395390070922 4.214 45.12
"Brazil" 1966 75 "Female" 0.076434221641963 3.981 52.084
"Brazil" 1966 76 "Male" 0.102044974151323 4.007 39.267
"Brazil" 1966 76 "Female" 0.0839947950553025 3.873 46.11
"Brazil" 1966 77 "Male" 0.111422999645432 3.771 33.844
"Brazil" 1966 77 "Female" 0.0924342755485274 3.741 40.472
"Brazil" 1966 78 "Male" 0.121567682884867 3.533 29.062
"Brazil" 1966 78 "Female" 0.101941610377865 3.607 35.383
"Brazil" 1966 79 "Male" 0.132517468395331 3.281 24.759
"Brazil" 1966 79 "Female" 0.112546065290415 3.451 30.663
"Brazil" 1966 80 "Male" 0.144362589647265 2.959 20.497
"Brazil" 1966 80 "Female" 0.124186298822071 3.205 25.808
"Brazil" 1966 81 "Male" 0.157152534023031 2.552 16.239
"Brazil" 1966 81 "Female" 0.136614380966086 2.848 20.847
"Brazil" 1966 82 "Male" 0.170932069510269 2.164 12.66
"Brazil" 1966 82 "Female" 0.149589303915103 2.495 16.679
"Brazil" 1966 83 "Male" 0.185843373493976 1.851 9.96
"Brazil" 1966 83 "Female" 0.16314623338257 2.209 13.54
"Brazil" 1966 84 "Male" 0.202089704383282 1.586 7.848
"Brazil" 1966 84 "Female" 0.177223230490018 1.953 11.02
"Brazil" 1966 85 "Male" 0.219829003617231 1.337 6.082
"Brazil" 1966 85 "Female" 0.19223785746709 1.694 8.812
"Brazil" 1966 86 "Male" 0.239396589418452 1.095 4.574
"Brazil" 1966 86 "Female" 0.208874616844256 1.431 6.851
"Brazil" 1966 87 "Male" 0.261075014766686 0.884 3.386
"Brazil" 1966 87 "Female" 0.227445034116755 1.2 5.276
"Brazil" 1966 88 "Male" 0.284911717495987 0.71 2.492
"Brazil" 1966 88 "Female" 0.248520710059172 1.008 4.056
"Brazil" 1966 89 "Male" 0.310803324099723 0.561 1.805
"Brazil" 1966 89 "Female" 0.272253015976524 0.835 3.067
"Brazil" 1966 90 "Male" 0.338351822503962 0.427 1.262
"Brazil" 1966 90 "Female" 0.297805642633229 0.665 2.233
"Brazil" 1966 91 "Male" 0.368483412322275 0.311 0.844
"Brazil" 1966 91 "Female" 0.324306898774984 0.503 1.551
"Brazil" 1966 92 "Male" 0.399280575539568 0.222 0.556
"Brazil" 1966 92 "Female" 0.351834430856068 0.374 1.063
"Brazil" 1966 93 "Male" 0.431318681318681 0.157 0.364
"Brazil" 1966 93 "Female" 0.379452054794521 0.277 0.73
"Brazil" 1966 94 "Male" 0.459227467811159 0.107 0.233
"Brazil" 1966 94 "Female" 0.406060606060606 0.201 0.495
"Brazil" 1966 95 "Male" 0.489655172413793 0.071 0.145
"Brazil" 1966 95 "Female" 0.432515337423313 0.141 0.326
"Brazil" 1966 96 "Male" 0.517241379310345 0.045 0.087
"Brazil" 1966 96 "Female" 0.463768115942029 0.096 0.207
"Brazil" 1966 97 "Male" 0.538461538461539 0.028 0.052
"Brazil" 1966 97 "Female" 0.492307692307692 0.064 0.13
"Brazil" 1966 98 "Male" 0.6 0.018 0.03
"Brazil" 1966 98 "Female" 0.518518518518518 0.042 0.081
"Brazil" 1966 99 "Male" 0.611111111111111 0.011 0.018
"Brazil" 1966 99 "Female" 0.54 0.027 0.05
"Brazil" 1966 100 "Male" 0.684210526315789 0.013 0.019
"Brazil" 1966 100 "Female" 0.612903225806452 0.038 0.062
"Brazil" 1967 0 "Male" 0.132699648953989 205.752 1550.509
"Brazil" 1967 0 "Female" 0.107526810473064 162.28 1509.205
"Brazil" 1967 1 "Male" 0.0154496971448754 22.877 1480.741
"Brazil" 1967 1 "Female" 0.0136031556566054 19.75 1451.869
"Brazil" 1967 2 "Male" 0.0105936369659758 15.461 1459.461
"Brazil" 1967 2 "Female" 0.00902655101783202 12.943 1433.881
"Brazil" 1967 3 "Male" 0.00734921827185222 10.567 1437.84
"Brazil" 1967 3 "Female" 0.00607912616624947 8.602 1415.006
"Brazil" 1967 4 "Male" 0.0052111109850333 7.348 1410.064
"Brazil" 1967 4 "Female" 0.00421093085969633 5.851 1389.479
"Brazil" 1967 5 "Male" 0.00375860120478602 5.175 1376.842
"Brazil" 1967 5 "Female" 0.0029788615683419 4.046 1358.237
"Brazil" 1967 6 "Male" 0.00281410941888901 3.779 1342.876
"Brazil" 1967 6 "Female" 0.00220821307446158 2.928 1325.959
"Brazil" 1967 7 "Male" 0.00226008730141145 2.958 1308.799
"Brazil" 1967 7 "Female" 0.0017889834491972 2.314 1293.472
"Brazil" 1967 8 "Male" 0.00197964111934565 2.52 1272.958
"Brazil" 1967 8 "Female" 0.00161224480070907 2.03 1259.114
"Brazil" 1967 9 "Male" 0.00185744475842692 2.294 1235.03
"Brazil" 1967 9 "Female" 0.00156809687681237 1.917 1222.501
"Brazil" 1967 10 "Male" 0.00177485719251685 2.124 1196.716
"Brazil" 1967 10 "Female" 0.0015471192285662 1.834 1185.429
"Brazil" 1967 11 "Male" 0.00177282315614308 2.054 1158.604
"Brazil" 1967 11 "Female" 0.00159005769836971 1.826 1148.386
"Brazil" 1967 12 "Male" 0.00183710196495855 2.059 1120.787
"Brazil" 1967 12 "Female" 0.00168054677146993 1.868 1111.543
"Brazil" 1967 13 "Male" 0.00195784494901849 2.121 1083.334
"Brazil" 1967 13 "Female" 0.00180541009132157 1.941 1075.102
"Brazil" 1967 14 "Male" 0.00212959157339349 2.228 1046.21
"Brazil" 1967 14 "Female" 0.00195441996260524 2.031 1039.183
"Brazil" 1967 15 "Male" 0.00234822491040581 2.37 1009.273
"Brazil" 1967 15 "Female" 0.00211932592084064 2.127 1003.621
"Brazil" 1967 16 "Male" 0.00260912328930609 2.536 971.974
"Brazil" 1967 16 "Female" 0.00229524189431346 2.221 967.654
"Brazil" 1967 17 "Male" 0.00290188622604693 2.726 939.389
"Brazil" 1967 17 "Female" 0.00247694853641671 2.314 934.214
"Brazil" 1967 18 "Male" 0.00321466495277483 2.876 894.65
"Brazil" 1967 18 "Female" 0.00266007167102504 2.362 887.946
"Brazil" 1967 19 "Male" 0.00352891855260745 2.963 839.634
"Brazil" 1967 19 "Female" 0.00283880597373085 2.366 833.449
"Brazil" 1967 20 "Male" 0.00382160303003931 3.03 792.861
"Brazil" 1967 20 "Female" 0.00300562157853519 2.368 787.857
"Brazil" 1967 21 "Male" 0.00406666815436537 3.098 761.803
"Brazil" 1967 21 "Female" 0.00315595945867909 2.35 744.623
"Brazil" 1967 22 "Male" 0.00424992293060254 3.157 742.837
"Brazil" 1967 22 "Female" 0.00328641992300789 2.34 712.021
"Brazil" 1967 23 "Male" 0.00436248595096366 3.144 720.69
"Brazil" 1967 23 "Female" 0.00339419747635536 2.337 688.528
"Brazil" 1967 24 "Male" 0.00441728705072802 3.089 699.298
"Brazil" 1967 24 "Female" 0.00348320820862079 2.324 667.201
"Brazil" 1967 25 "Male" 0.0044345408816132 3.015 679.89
"Brazil" 1967 25 "Female" 0.00356110874936079 2.312 649.236
"Brazil" 1967 26 "Male" 0.00444392539665447 2.93 659.327
"Brazil" 1967 26 "Female" 0.00363514884952922 2.296 631.611
"Brazil" 1967 27 "Male" 0.0044703285847815 2.86 639.774
"Brazil" 1967 27 "Female" 0.00371550839918787 2.293 617.143
"Brazil" 1967 28 "Male" 0.00452909950465495 2.807 619.77
"Brazil" 1967 28 "Female" 0.00380547863121949 2.299 604.129
"Brazil" 1967 29 "Male" 0.00463011063333479 2.763 596.746
"Brazil" 1967 29 "Female" 0.00390914880067926 2.302 588.875
"Brazil" 1967 30 "Male" 0.00476950302161328 2.741 574.693
"Brazil" 1967 30 "Female" 0.00402437562229254 2.316 575.493
"Brazil" 1967 31 "Male" 0.00493738611953328 2.726 552.114
"Brazil" 1967 31 "Female" 0.00414630639713308 2.336 563.393
"Brazil" 1967 32 "Male" 0.00512441802055765 2.734 533.524
"Brazil" 1967 32 "Female" 0.00427556956501354 2.371 554.546
"Brazil" 1967 33 "Male" 0.00532149162616665 2.779 522.222
"Brazil" 1967 33 "Female" 0.00440451694947632 2.421 549.663
"Brazil" 1967 34 "Male" 0.00552871240739114 2.832 512.235
"Brazil" 1967 34 "Female" 0.00453685296513777 2.467 543.769
"Brazil" 1967 35 "Male" 0.005751183539331 2.884 501.462
"Brazil" 1967 35 "Female" 0.00467105423021064 2.499 534.997
"Brazil" 1967 36 "Male" 0.00599341459282138 2.936 489.871
"Brazil" 1967 36 "Female" 0.00481393997767891 2.519 523.272
"Brazil" 1967 37 "Male" 0.00626597824452354 3 478.776
"Brazil" 1967 37 "Female" 0.00496798194314595 2.54 511.274
"Brazil" 1967 38 "Male" 0.00657576988011027 3.077 467.93
"Brazil" 1967 38 "Female" 0.00513753590858757 2.561 498.488
"Brazil" 1967 39 "Male" 0.00692707119648612 3.151 454.882
"Brazil" 1967 39 "Female" 0.00532020766640681 2.566 482.312
"Brazil" 1967 40 "Male" 0.00731062054896818 3.211 439.224
"Brazil" 1967 40 "Female" 0.00551601500287023 2.556 463.378
"Brazil" 1967 41 "Male" 0.00772425974860144 3.271 423.471
"Brazil" 1967 41 "Female" 0.00572480387871797 2.541 443.858
"Brazil" 1967 42 "Male" 0.00815629603030947 3.339 409.377
"Brazil" 1967 42 "Female" 0.0059464327281876 2.529 425.297
"Brazil" 1967 43 "Male" 0.00860735353043513 3.394 394.314
"Brazil" 1967 43 "Female" 0.00618121216746137 2.511 406.231
"Brazil" 1967 44 "Male" 0.00907975199366702 3.418 376.442
"Brazil" 1967 44 "Female" 0.00644000747570396 2.481 385.248
"Brazil" 1967 45 "Male" 0.00958418190363225 3.426 357.464
"Brazil" 1967 45 "Female" 0.00673233140994098 2.449 363.767
"Brazil" 1967 46 "Male" 0.0101375814627082 3.444 339.726
"Brazil" 1967 46 "Female" 0.00707562253268914 2.434 343.998
"Brazil" 1967 47 "Male" 0.0107662140663732 3.492 324.348
"Brazil" 1967 47 "Female" 0.00748571201413968 2.448 327.023
"Brazil" 1967 48 "Male" 0.0114769768497211 3.566 310.709
"Brazil" 1967 48 "Female" 0.00797072917767043 2.49 312.393
"Brazil" 1967 49 "Male" 0.0122807370453814 3.663 298.272
"Brazil" 1967 49 "Female" 0.0085305430166404 2.555 299.512
"Brazil" 1967 50 "Male" 0.0131743232856512 3.788 287.529
"Brazil" 1967 50 "Female" 0.00915434883543655 2.642 288.606
"Brazil" 1967 51 "Male" 0.014141798546687 3.939 278.536
"Brazil" 1967 51 "Female" 0.00982769349612686 2.748 279.618
"Brazil" 1967 52 "Male" 0.0151686807653575 4.097 270.096
"Brazil" 1967 52 "Female" 0.0105291487094788 2.856 271.247
"Brazil" 1967 53 "Male" 0.0162441026427832 4.235 260.71
"Brazil" 1967 53 "Female" 0.0112500716017795 2.946 261.865
"Brazil" 1967 54 "Male" 0.0173781096513996 4.352 250.43
"Brazil" 1967 54 "Female" 0.0119989503900255 3.018 251.522
"Brazil" 1967 55 "Male" 0.018586586853268 4.465 240.227
"Brazil" 1967 55 "Female" 0.0128003183498864 3.088 241.244
"Brazil" 1967 56 "Male" 0.0199056255028595 4.577 229.935
"Brazil" 1967 56 "Female" 0.0136995206684638 3.161 230.738
"Brazil" 1967 57 "Male" 0.0213779763401819 4.675 218.683
"Brazil" 1967 57 "Female" 0.0147466910086718 3.231 219.1
"Brazil" 1967 58 "Male" 0.0230401811855458 4.761 206.639
"Brazil" 1967 58 "Female" 0.0159731894150418 3.303 206.784
"Brazil" 1967 59 "Male" 0.0249055439895135 4.845 194.535
"Brazil" 1967 59 "Female" 0.0174090773702536 3.39 194.726
"Brazil" 1967 60 "Male" 0.0269852117103573 4.936 182.915
"Brazil" 1967 60 "Female" 0.0190555140462153 3.494 183.359
"Brazil" 1967 61 "Male" 0.0292584750692199 5.03 171.916
"Brazil" 1967 61 "Female" 0.0208721300098317 3.609 172.91
"Brazil" 1967 62 "Male" 0.0317097070278584 5.113 161.244
"Brazil" 1967 62 "Female" 0.0228348530033129 3.729 163.303
"Brazil" 1967 63 "Male" 0.0343200599060324 5.179 150.903
"Brazil" 1967 63 "Female" 0.0249077789807389 3.842 154.249
"Brazil" 1967 64 "Male" 0.037097232079489 5.227 140.9
"Brazil" 1967 64 "Female" 0.0270991526356333 3.94 145.392
"Brazil" 1967 65 "Male" 0.0400682271598922 5.262 131.326
"Brazil" 1967 65 "Female" 0.0294547687628851 4.029 136.786
"Brazil" 1967 66 "Male" 0.0432824659583035 5.267 121.689
"Brazil" 1967 66 "Female" 0.0320591476424569 4.102 127.951
"Brazil" 1967 67 "Male" 0.0467998172092148 5.223 111.603
"Brazil" 1967 67 "Female" 0.0350043470553975 4.147 118.471
"Brazil" 1967 68 "Male" 0.0506978291933369 5.18 102.174
"Brazil" 1967 68 "Female" 0.0383986554990272 4.204 109.483
"Brazil" 1967 69 "Male" 0.0550472460325104 5.144 93.447
"Brazil" 1967 69 "Female" 0.0423094048384703 4.276 101.065
"Brazil" 1967 70 "Male" 0.0598821562792683 5.051 84.349
"Brazil" 1967 70 "Female" 0.0467368786403028 4.309 92.197
"Brazil" 1967 71 "Male" 0.0652673182716445 4.888 74.892
"Brazil" 1967 71 "Female" 0.051672063016479 4.277 82.772
"Brazil" 1967 72 "Male" 0.0712244249875244 4.71 66.129
"Brazil" 1967 72 "Female" 0.0570487090475157 4.207 73.744
"Brazil" 1967 73 "Male" 0.0777917402526831 4.581 58.888
"Brazil" 1967 73 "Female" 0.0628527449974346 4.165 66.266
"Brazil" 1967 74 "Male" 0.0850029435782517 4.476 52.657
"Brazil" 1967 74 "Female" 0.0690994565398593 4.145 59.986
"Brazil" 1967 75 "Male" 0.0929112623603442 4.341 46.722
"Brazil" 1967 75 "Female" 0.075920302199837 4.1 54.004
"Brazil" 1967 76 "Male" 0.101524330662498 4.156 40.936
"Brazil" 1967 76 "Female" 0.0834321126291929 4.012 48.087
"Brazil" 1967 77 "Male" 0.110884527147591 3.915 35.307
"Brazil" 1967 77 "Female" 0.091869110195577 3.88 42.234
"Brazil" 1967 78 "Male" 0.121018051499867 3.647 30.136
"Brazil" 1967 78 "Female" 0.101333696243876 3.723 36.74
"Brazil" 1967 79 "Male" 0.131956105752333 3.379 25.607
"Brazil" 1967 79 "Female" 0.111918238993711 3.559 31.8
"Brazil" 1967 80 "Male" 0.143784485556637 3.101 21.567
"Brazil" 1967 80 "Female" 0.123504806633889 3.366 27.254
"Brazil" 1967 81 "Male" 0.156545897828429 2.761 17.637
"Brazil" 1967 81 "Female" 0.135880354700666 3.08 22.667
"Brazil" 1967 82 "Male" 0.170340826686004 2.349 13.79
"Brazil" 1967 82 "Female" 0.148854961832061 2.691 18.078
"Brazil" 1967 83 "Male" 0.185241105973389 1.963 10.597
"Brazil" 1967 83 "Female" 0.162393162393162 2.318 14.274
"Brazil" 1967 84 "Male" 0.201535274765444 1.654 8.207
"Brazil" 1967 84 "Female" 0.176496324816241 2.017 11.428
"Brazil" 1967 85 "Male" 0.219251336898396 1.394 6.358
"Brazil" 1967 85 "Female" 0.191577569277766 1.756 9.166
"Brazil" 1967 86 "Male" 0.238833746898263 1.155 4.836
"Brazil" 1967 86 "Female" 0.208096492444198 1.501 7.213
"Brazil" 1967 87 "Male" 0.260454673028347 0.928 3.563
"Brazil" 1967 87 "Female" 0.226819089094538 1.25 5.511
"Brazil" 1967 88 "Male" 0.28432893716059 0.733 2.578
"Brazil" 1967 88 "Female" 0.247836538461538 1.031 4.16
"Brazil" 1967 89 "Male" 0.31027027027027 0.574 1.85
"Brazil" 1967 89 "Female" 0.271506236008954 0.849 3.127
"Brazil" 1967 90 "Male" 0.33819018404908 0.441 1.304
"Brazil" 1967 90 "Female" 0.296793760831889 0.685 2.308
"Brazil" 1967 91 "Male" 0.367945823927765 0.326 0.886
"Brazil" 1967 91 "Female" 0.32376298106292 0.53 1.637
"Brazil" 1967 92 "Male" 0.398954703832753 0.229 0.574
"Brazil" 1967 92 "Female" 0.351131221719457 0.388 1.105
"Brazil" 1967 93 "Male" 0.42896174863388 0.157 0.366
"Brazil" 1967 93 "Female" 0.379076086956522 0.279 0.736
"Brazil" 1967 94 "Male" 0.461206896551724 0.107 0.232
"Brazil" 1967 94 "Female" 0.404471544715447 0.199 0.492
"Brazil" 1967 95 "Male" 0.482758620689655 0.07 0.145
"Brazil" 1967 95 "Female" 0.432098765432099 0.14 0.324
"Brazil" 1967 96 "Male" 0.517241379310345 0.045 0.087
"Brazil" 1967 96 "Female" 0.463768115942029 0.096 0.207
"Brazil" 1967 97 "Male" 0.549019607843137 0.028 0.051
"Brazil" 1967 97 "Female" 0.4921875 0.063 0.128
"Brazil" 1967 98 "Male" 0.586206896551724 0.017 0.029
"Brazil" 1967 98 "Female" 0.525641025641026 0.041 0.078
"Brazil" 1967 99 "Male" 0.588235294117647 0.01 0.017
"Brazil" 1967 99 "Female" 0.553191489361702 0.026 0.047
"Brazil" 1967 100 "Male" 0.722222222222222 0.013 0.018
"Brazil" 1967 100 "Female" 0.616666666666667 0.037 0.06
"Brazil" 1968 0 "Male" 0.12982182940607 200.747 1546.327
"Brazil" 1968 0 "Female" 0.105018880112284 158.028 1504.758
"Brazil" 1968 1 "Male" 0.0147786283501009 21.848 1478.351
"Brazil" 1968 1 "Female" 0.0129915657645398 18.826 1449.094
"Brazil" 1968 2 "Male" 0.0101860731733678 14.891 1461.898
"Brazil" 1968 2 "Female" 0.0086655100581067 12.442 1435.807
"Brazil" 1968 3 "Male" 0.00709176714892158 10.259 1446.607
"Brazil" 1968 3 "Female" 0.00585634769069491 8.335 1423.242
"Brazil" 1968 4 "Male" 0.00504218499815248 7.205 1428.944
"Brazil" 1968 4 "Female" 0.00406654501363447 5.725 1407.829
"Brazil" 1968 5 "Male" 0.00364577693942796 5.118 1403.816
"Brazil" 1968 5 "Female" 0.00288327017151557 3.992 1384.539
"Brazil" 1968 6 "Male" 0.00273543385117608 3.754 1372.36
"Brazil" 1968 6 "Female" 0.00214062583041519 2.9 1354.744
"Brazil" 1968 7 "Male" 0.00219933795896062 2.946 1339.494
"Brazil" 1968 7 "Female" 0.00173426653749719 2.295 1323.326
"Brazil" 1968 8 "Male" 0.00192643115611902 2.516 1306.042
"Brazil" 1968 8 "Female" 0.00156045988262864 2.015 1291.286
"Brazil" 1968 9 "Male" 0.00180554287495317 2.294 1270.532
"Brazil" 1968 9 "Female" 0.00151615428182333 1.906 1257.128
"Brazil" 1968 10 "Male" 0.00172614764889443 2.128 1232.803
"Brazil" 1968 10 "Female" 0.00149515038755117 1.825 1220.613
"Brazil" 1968 11 "Male" 0.00172441648173835 2.06 1194.607
"Brazil" 1968 11 "Female" 0.00153685754454268 1.819 1183.584
"Brazil" 1968 12 "Male" 0.00178811835129954 2.068 1156.523
"Brazil" 1968 12 "Female" 0.00162491855782591 1.863 1146.519
"Brazil" 1968 13 "Male" 0.00190674216161808 2.133 1118.662
"Brazil" 1968 13 "Female" 0.00174565995769681 1.937 1109.609
"Brazil" 1968 14 "Male" 0.00207656945176717 2.245 1081.11
"Brazil" 1968 14 "Female" 0.00189176847735935 2.03 1073.07
"Brazil" 1968 15 "Male" 0.00229249693439608 2.393 1043.84
"Brazil" 1968 15 "Female" 0.00205296633868062 2.129 1037.036
"Brazil" 1968 16 "Male" 0.00254986237497777 2.567 1006.721
"Brazil" 1968 16 "Female" 0.00222599046089687 2.229 1001.352
"Brazil" 1968 17 "Male" 0.00283835315675221 2.751 969.224
"Brazil" 1968 17 "Female" 0.00240555951532431 2.322 965.264
"Brazil" 1968 18 "Male" 0.00314601750065676 2.946 936.422
"Brazil" 1968 18 "Female" 0.00258449794946705 2.408 931.709
"Brazil" 1968 19 "Male" 0.00345365218951902 3.079 891.52
"Brazil" 1968 19 "Female" 0.00275927655676621 2.443 885.377
"Brazil" 1968 20 "Male" 0.00373976138696368 3.128 836.417
"Brazil" 1968 20 "Female" 0.00292225220432657 2.428 830.866
"Brazil" 1968 21 "Male" 0.00397800886788223 3.141 789.591
"Brazil" 1968 21 "Female" 0.00306901202008484 2.41 785.269
"Brazil" 1968 22 "Male" 0.00415565786489893 3.152 758.484
"Brazil" 1968 22 "Female" 0.00319652855920383 2.372 742.055
"Brazil" 1968 23 "Male" 0.00426379546763816 3.153 739.482
"Brazil" 1968 23 "Female" 0.00330246987535749 2.343 709.469
"Brazil" 1968 24 "Male" 0.00431436453383256 3.095 717.371
"Brazil" 1968 24 "Female" 0.00339073975270632 2.326 685.986
"Brazil" 1968 25 "Male" 0.0043301611383123 3.014 696.048
"Brazil" 1968 25 "Female" 0.00346783414575435 2.305 664.68
"Brazil" 1968 26 "Male" 0.00433560605388919 2.934 676.722
"Brazil" 1968 26 "Female" 0.00354241465579357 2.291 646.734
"Brazil" 1968 27 "Male" 0.00435965226401725 2.861 656.245
"Brazil" 1968 27 "Female" 0.00362085600342058 2.278 629.133
"Brazil" 1968 28 "Male" 0.00441610653935549 2.812 636.76
"Brazil" 1968 28 "Female" 0.00370928329488477 2.28 614.674
"Brazil" 1968 29 "Male" 0.00451357477067344 2.784 616.806
"Brazil" 1968 29 "Female" 0.00381110989226509 2.293 601.662
"Brazil" 1968 30 "Male" 0.00464783395781585 2.76 593.825
"Brazil" 1968 30 "Female" 0.00392556768961072 2.302 586.412
"Brazil" 1968 31 "Male" 0.00481114801231906 2.751 571.797
"Brazil" 1968 31 "Female" 0.00404693678820856 2.319 573.026
"Brazil" 1968 32 "Male" 0.00499417376738766 2.743 549.24
"Brazil" 1968 32 "Female" 0.00417174764135806 2.34 560.916
"Brazil" 1968 33 "Male" 0.00518609252803166 2.752 530.65
"Brazil" 1968 33 "Female" 0.00430037406370857 2.374 552.045
"Brazil" 1968 34 "Male" 0.00538982345873001 2.799 519.312
"Brazil" 1968 34 "Female" 0.00443046419347823 2.424 547.121
"Brazil" 1968 35 "Male" 0.00560792807086096 2.856 509.279
"Brazil" 1968 35 "Female" 0.00456584724090526 2.471 541.192
"Brazil" 1968 36 "Male" 0.00584401124264985 2.913 498.459
"Brazil" 1968 36 "Female" 0.00470703143342819 2.506 532.395
"Brazil" 1968 37 "Male" 0.00611315499189637 2.976 486.819
"Brazil" 1968 37 "Female" 0.00486117513290925 2.531 520.656
"Brazil" 1968 38 "Male" 0.00641843665972195 3.053 475.661
"Brazil" 1968 38 "Female" 0.0050271114064509 2.557 508.642
"Brazil" 1968 39 "Male" 0.00676078400994967 3.142 464.739
"Brazil" 1968 39 "Female" 0.00520935222925183 2.583 495.839
"Brazil" 1968 40 "Male" 0.00714099083738912 3.225 451.618
"Brazil" 1968 40 "Female" 0.00540587871067812 2.593 479.663
"Brazil" 1968 41 "Male" 0.0075475507165585 3.29 435.903
"Brazil" 1968 41 "Female" 0.00561484385004222 2.587 460.743
"Brazil" 1968 42 "Male" 0.00797436776355881 3.35 420.096
"Brazil" 1968 42 "Female" 0.00583578663004286 2.575 441.243
"Brazil" 1968 43 "Male" 0.00842244770766051 3.419 405.939
"Brazil" 1968 43 "Female" 0.00607054225603683 2.566 422.697
"Brazil" 1968 44 "Male" 0.00889142482844028 3.475 390.826
"Brazil" 1968 44 "Female" 0.00632975679364993 2.555 403.649
"Brazil" 1968 45 "Male" 0.00939310814543095 3.503 372.933
"Brazil" 1968 45 "Female" 0.00662407400148944 2.535 382.695
"Brazil" 1968 46 "Male" 0.0099449917643037 3.52 353.947
"Brazil" 1968 46 "Female" 0.00696760906093682 2.517 361.243
"Brazil" 1968 47 "Male" 0.010568585748918 3.553 336.185
"Brazil" 1968 47 "Female" 0.00737658352026145 2.519 341.486
"Brazil" 1968 48 "Male" 0.0112765194618946 3.617 320.755
"Brazil" 1968 48 "Female" 0.00785537965613838 2.549 324.491
"Brazil" 1968 49 "Male" 0.0120734241364261 3.707 307.038
"Brazil" 1968 49 "Female" 0.00840824362926262 2.605 309.815
"Brazil" 1968 50 "Male" 0.0129595425963902 3.817 294.532
"Brazil" 1968 50 "Female" 0.00902339210832112 2.679 296.895
"Brazil" 1968 51 "Male" 0.0139180218641265 3.948 283.661
"Brazil" 1968 51 "Female" 0.00968866845516455 2.77 285.901
"Brazil" 1968 52 "Male" 0.0149389655285465 4.101 274.517
"Brazil" 1968 52 "Female" 0.0103826479003497 2.874 276.808
"Brazil" 1968 53 "Male" 0.0160124549673208 4.258 265.918
"Brazil" 1968 53 "Female" 0.0110945891051657 2.977 268.329
"Brazil" 1968 54 "Male" 0.0171454201524991 4.396 256.395
"Brazil" 1968 54 "Female" 0.0118365139457622 3.064 258.86
"Brazil" 1968 55 "Male" 0.0183538077545346 4.515 245.998
"Brazil" 1968 55 "Female" 0.0126346888421087 3.139 248.443
"Brazil" 1968 56 "Male" 0.0196752334763256 4.637 235.677
"Brazil" 1968 56 "Female" 0.0135243543380837 3.22 238.089
"Brazil" 1968 57 "Male" 0.0211440798352156 4.763 225.264
"Brazil" 1968 57 "Female" 0.0145581777662516 3.312 227.501
"Brazil" 1968 58 "Male" 0.0227996278756656 4.877 213.907
"Brazil" 1968 58 "Female" 0.0157751805062517 3.404 215.782
"Brazil" 1968 59 "Male" 0.0246566652293937 4.975 201.771
"Brazil" 1968 59 "Female" 0.0171941607705659 3.497 203.383
"Brazil" 1968 60 "Male" 0.0267225099958856 5.066 189.578
"Brazil" 1968 60 "Female" 0.0188148427041499 3.598 191.232
"Brazil" 1968 61 "Male" 0.0289820036093979 5.155 177.869
"Brazil" 1968 61 "Female" 0.0206166067713259 3.706 179.758
"Brazil" 1968 62 "Male" 0.0314184469453955 5.24 166.781
"Brazil" 1968 62 "Female" 0.0225537246743422 3.816 169.196
"Brazil" 1968 63 "Male" 0.0340182267967238 5.308 156.034
"Brazil" 1968 63 "Female" 0.0246118538212646 3.925 159.476
"Brazil" 1968 64 "Male" 0.0367837401723487 5.357 145.635
"Brazil" 1968 64 "Female" 0.0267904068123607 4.027 150.315
"Brazil" 1968 65 "Male" 0.0397436464740328 5.389 135.594
"Brazil" 1968 65 "Female" 0.0291379578670364 4.119 141.362
"Brazil" 1968 66 "Male" 0.0429478530042067 5.411 125.99
"Brazil" 1968 66 "Female" 0.0317260509395705 4.209 132.667
"Brazil" 1968 67 "Male" 0.0464534648870248 5.405 116.353
"Brazil" 1968 67 "Female" 0.0346652660498566 4.29 123.755
"Brazil" 1968 68 "Male" 0.050350373888915 5.353 106.315
"Brazil" 1968 68 "Female" 0.0380477128474502 4.346 114.225
"Brazil" 1968 69 "Male" 0.0546763777415561 5.3 96.934
"Brazil" 1968 69 "Female" 0.0419202099338252 4.409 105.176
"Brazil" 1968 70 "Male" 0.0595014164305949 5.251 88.25
"Brazil" 1968 70 "Female" 0.0463242594737713 4.479 96.688
"Brazil" 1968 71 "Male" 0.0648547707371237 5.14 79.254
"Brazil" 1968 71 "Female" 0.0512221791921999 4.497 87.794
"Brazil" 1968 72 "Male" 0.0707997484708169 4.954 69.972
