"country" "year" "age" "sex" "mx" "death" "exp"
"United States of America" 1933 0 "Male" 0.068175 NA NA
"United States of America" 1933 0 "Female" 0.054177 NA NA
"United States of America" 1933 1 "Male" 0.010039 NA NA
"United States of America" 1933 1 "Female" 0.008866 NA NA
"United States of America" 1933 2 "Male" 0.004671 NA NA
"United States of America" 1933 2 "Female" 0.004025 NA NA
"United States of America" 1933 3 "Male" 0.003333 NA NA
"United States of America" 1933 3 "Female" 0.002869 NA NA
"United States of America" 1933 4 "Male" 0.002537 NA NA
"United States of America" 1933 4 "Female" 0.00223 NA NA
"United States of America" 1933 5 "Male" 0.002092 NA NA
"United States of America" 1933 5 "Female" 0.001852 NA NA
"United States of America" 1933 6 "Male" 0.001898 NA NA
"United States of America" 1933 6 "Female" 0.001645 NA NA
"United States of America" 1933 7 "Male" 0.001744 NA NA
"United States of America" 1933 7 "Female" 0.001472 NA NA
"United States of America" 1933 8 "Male" 0.001614 NA NA
"United States of America" 1933 8 "Female" 0.00132 NA NA
"United States of America" 1933 9 "Male" 0.00151 NA NA
"United States of America" 1933 9 "Female" 0.001194 NA NA
"United States of America" 1933 10 "Male" 0.001436 NA NA
"United States of America" 1933 10 "Female" 0.001098 NA NA
"United States of America" 1933 11 "Male" 0.001408 NA NA
"United States of America" 1933 11 "Female" 0.001058 NA NA
"United States of America" 1933 12 "Male" 0.001457 NA NA
"United States of America" 1933 12 "Female" 0.001096 NA NA
"United States of America" 1933 13 "Male" 0.001584 NA NA
"United States of America" 1933 13 "Female" 0.001211 NA NA
"United States of America" 1933 14 "Male" 0.001774 NA NA
"United States of America" 1933 14 "Female" 0.001392 NA NA
"United States of America" 1933 15 "Male" 0.002013 NA NA
"United States of America" 1933 15 "Female" 0.001627 NA NA
"United States of America" 1933 16 "Male" 0.002254 NA NA
"United States of America" 1933 16 "Female" 0.001867 NA NA
"United States of America" 1933 17 "Male" 0.002484 NA NA
"United States of America" 1933 17 "Female" 0.002099 NA NA
"United States of America" 1933 18 "Male" 0.002708 NA NA
"United States of America" 1933 18 "Female" 0.002329 NA NA
"United States of America" 1933 19 "Male" 0.002932 NA NA
"United States of America" 1933 19 "Female" 0.00256 NA NA
"United States of America" 1933 20 "Male" 0.003151 NA NA
"United States of America" 1933 20 "Female" 0.002789 NA NA
"United States of America" 1933 21 "Male" 0.003343 NA NA
"United States of America" 1933 21 "Female" 0.002992 NA NA
"United States of America" 1933 22 "Male" 0.003501 NA NA
"United States of America" 1933 22 "Female" 0.003163 NA NA
"United States of America" 1933 23 "Male" 0.003619 NA NA
"United States of America" 1933 23 "Female" 0.003298 NA NA
"United States of America" 1933 24 "Male" 0.003694 NA NA
"United States of America" 1933 24 "Female" 0.003396 NA NA
"United States of America" 1933 25 "Male" 0.003735 NA NA
"United States of America" 1933 25 "Female" 0.003465 NA NA
"United States of America" 1933 26 "Male" 0.003786 NA NA
"United States of America" 1933 26 "Female" 0.003532 NA NA
"United States of America" 1933 27 "Male" 0.003858 NA NA
"United States of America" 1933 27 "Female" 0.003604 NA NA
"United States of America" 1933 28 "Male" 0.003952 NA NA
"United States of America" 1933 28 "Female" 0.003675 NA NA
"United States of America" 1933 29 "Male" 0.004066 NA NA
"United States of America" 1933 29 "Female" 0.003743 NA NA
"United States of America" 1933 30 "Male" 0.004206 NA NA
"United States of America" 1933 30 "Female" 0.003815 NA NA
"United States of America" 1933 31 "Male" 0.004385 NA NA
"United States of America" 1933 31 "Female" 0.003918 NA NA
"United States of America" 1933 32 "Male" 0.004609 NA NA
"United States of America" 1933 32 "Female" 0.004064 NA NA
"United States of America" 1933 33 "Male" 0.004882 NA NA
"United States of America" 1933 33 "Female" 0.004257 NA NA
"United States of America" 1933 34 "Male" 0.005202 NA NA
"United States of America" 1933 34 "Female" 0.004498 NA NA
"United States of America" 1933 35 "Male" 0.005539 NA NA
"United States of America" 1933 35 "Female" 0.004757 NA NA
"United States of America" 1933 36 "Male" 0.005837 NA NA
"United States of America" 1933 36 "Female" 0.00497 NA NA
"United States of America" 1933 37 "Male" 0.006093 NA NA
"United States of America" 1933 37 "Female" 0.005129 NA NA
"United States of America" 1933 38 "Male" 0.006329 NA NA
"United States of America" 1933 38 "Female" 0.005252 NA NA
"United States of America" 1933 39 "Male" 0.006568 NA NA
"United States of America" 1933 39 "Female" 0.005357 NA NA
"United States of America" 1933 40 "Male" 0.006855 NA NA
"United States of America" 1933 40 "Female" 0.005488 NA NA
"United States of America" 1933 41 "Male" 0.007243 NA NA
"United States of America" 1933 41 "Female" 0.005709 NA NA
"United States of America" 1933 42 "Male" 0.007737 NA NA
"United States of America" 1933 42 "Female" 0.006031 NA NA
"United States of America" 1933 43 "Male" 0.00831 NA NA
"United States of America" 1933 43 "Female" 0.006427 NA NA
"United States of America" 1933 44 "Male" 0.008943 NA NA
"United States of America" 1933 44 "Female" 0.006885 NA NA
"United States of America" 1933 45 "Male" 0.009625 NA NA
"United States of America" 1933 45 "Female" 0.007386 NA NA
"United States of America" 1933 46 "Male" 0.010329 NA NA
"United States of America" 1933 46 "Female" 0.007904 NA NA
"United States of America" 1933 47 "Male" 0.011059 NA NA
"United States of America" 1933 47 "Female" 0.008438 NA NA
"United States of America" 1933 48 "Male" 0.011841 NA NA
"United States of America" 1933 48 "Female" 0.009018 NA NA
"United States of America" 1933 49 "Male" 0.012689 NA NA
"United States of America" 1933 49 "Female" 0.009661 NA NA
"United States of America" 1933 50 "Male" 0.013588 NA NA
"United States of America" 1933 50 "Female" 0.010354 NA NA
"United States of America" 1933 51 "Male" 0.014482 NA NA
"United States of America" 1933 51 "Female" 0.011045 NA NA
"United States of America" 1933 52 "Male" 0.015357 NA NA
"United States of America" 1933 52 "Female" 0.011719 NA NA
"United States of America" 1933 53 "Male" 0.016215 NA NA
"United States of America" 1933 53 "Female" 0.01237 NA NA
"United States of America" 1933 54 "Male" 0.017064 NA NA
"United States of America" 1933 54 "Female" 0.013003 NA NA
"United States of America" 1933 55 "Male" 0.017975 NA NA
"United States of America" 1933 55 "Female" 0.013672 NA NA
"United States of America" 1933 56 "Male" 0.019144 NA NA
"United States of America" 1933 56 "Female" 0.014546 NA NA
"United States of America" 1933 57 "Male" 0.020642 NA NA
"United States of America" 1933 57 "Female" 0.015683 NA NA
"United States of America" 1933 58 "Male" 0.022491 NA NA
"United States of America" 1933 58 "Female" 0.0171 NA NA
"United States of America" 1933 59 "Male" 0.024717 NA NA
"United States of America" 1933 59 "Female" 0.018817 NA NA
"United States of America" 1933 60 "Male" 0.027227 NA NA
"United States of America" 1933 60 "Female" 0.020778 NA NA
"United States of America" 1933 61 "Male" 0.029643 NA NA
"United States of America" 1933 61 "Female" 0.022725 NA NA
"United States of America" 1933 62 "Male" 0.031856 NA NA
"United States of America" 1933 62 "Female" 0.024595 NA NA
"United States of America" 1933 63 "Male" 0.033899 NA NA
"United States of America" 1933 63 "Female" 0.026413 NA NA
"United States of America" 1933 64 "Male" 0.035787 NA NA
"United States of America" 1933 64 "Female" 0.02819 NA NA
"United States of America" 1933 65 "Male" 0.03769 NA NA
"United States of America" 1933 65 "Female" 0.030048 NA NA
"United States of America" 1933 66 "Male" 0.040198 NA NA
"United States of America" 1933 66 "Female" 0.032371 NA NA
"United States of America" 1933 67 "Male" 0.043549 NA NA
"United States of America" 1933 67 "Female" 0.035313 NA NA
"United States of America" 1933 68 "Male" 0.047832 NA NA
"United States of America" 1933 68 "Female" 0.038938 NA NA
"United States of America" 1933 69 "Male" 0.053174 NA NA
"United States of America" 1933 69 "Female" 0.043342 NA NA
"United States of America" 1933 70 "Male" 0.059406 NA NA
"United States of America" 1933 70 "Female" 0.048427 NA NA
"United States of America" 1933 71 "Male" 0.065483 NA NA
"United States of America" 1933 71 "Female" 0.053537 NA NA
"United States of America" 1933 72 "Male" 0.071014 NA NA
"United States of America" 1933 72 "Female" 0.058446 NA NA
"United States of America" 1933 73 "Male" 0.076026 NA NA
"United States of America" 1933 73 "Female" 0.063187 NA NA
"United States of America" 1933 74 "Male" 0.080226 NA NA
"United States of America" 1933 74 "Female" 0.067515 NA NA
"United States of America" 1933 75 "Male" 0.083403 NA NA
"United States of America" 1933 75 "Female" 0.07115 NA NA
"United States of America" 1933 76 "Male" 0.089717 NA NA
"United States of America" 1933 76 "Female" 0.077398 NA NA
"United States of America" 1933 77 "Male" 0.097288 NA NA
"United States of America" 1933 77 "Female" 0.084651 NA NA
"United States of America" 1933 78 "Male" 0.106202 NA NA
"United States of America" 1933 78 "Female" 0.092973 NA NA
"United States of America" 1933 79 "Male" 0.11639 NA NA
"United States of America" 1933 79 "Female" 0.102219 NA NA
"United States of America" 1933 80 "Male" 0.127462 NA NA
"United States of America" 1933 80 "Female" 0.109071 NA NA
"United States of America" 1933 81 "Male" 0.139466 NA NA
"United States of America" 1933 81 "Female" 0.11917 NA NA
"United States of America" 1933 82 "Male" 0.151866 NA NA
"United States of America" 1933 82 "Female" 0.129521 NA NA
"United States of America" 1933 83 "Male" 0.164638 NA NA
"United States of America" 1933 83 "Female" 0.140168 NA NA
"United States of America" 1933 84 "Male" 0.177681 NA NA
"United States of America" 1933 84 "Female" 0.151254 NA NA
"United States of America" 1933 85 "Male" 0.190778 NA NA
"United States of America" 1933 85 "Female" 0.162747 NA NA
"United States of America" 1933 86 "Male" 0.204811 NA NA
"United States of America" 1933 86 "Female" 0.175539 NA NA
"United States of America" 1933 87 "Male" 0.220046 NA NA
"United States of America" 1933 87 "Female" 0.189995 NA NA
"United States of America" 1933 88 "Male" 0.235905 NA NA
"United States of America" 1933 88 "Female" 0.205434 NA NA
"United States of America" 1933 89 "Male" 0.251016 NA NA
"United States of America" 1933 89 "Female" 0.221018 NA NA
"United States of America" 1933 90 "Male" 0.263537 NA NA
"United States of America" 1933 90 "Female" 0.235993 NA NA
"United States of America" 1933 91 "Male" 0.272149 NA NA
"United States of America" 1933 91 "Female" 0.249306 NA NA
"United States of America" 1933 92 "Male" 0.276243 NA NA
"United States of America" 1933 92 "Female" 0.260946 NA NA
"United States of America" 1933 93 "Male" 0.275742 NA NA
"United States of America" 1933 93 "Female" 0.271141 NA NA
"United States of America" 1933 94 "Male" 0.275514 NA NA
"United States of America" 1933 94 "Female" 0.27893 NA NA
"United States of America" 1933 95 "Male" 0.28505 NA NA
"United States of America" 1933 95 "Female" 0.283035 NA NA
"United States of America" 1933 96 "Male" 0.293819 NA NA
"United States of America" 1933 96 "Female" 0.280114 NA NA
"United States of America" 1933 97 "Male" 0.293261 NA NA
"United States of America" 1933 97 "Female" 0.269702 NA NA
"United States of America" 1933 98 "Male" 0.277355 NA NA
"United States of America" 1933 98 "Female" 0.254442 NA NA
"United States of America" 1933 99 "Male" 0.275198 NA NA
"United States of America" 1933 99 "Female" 0.250093 NA NA
"United States of America" 1933 100 "Male" 0.396464 NA NA
"United States of America" 1933 100 "Female" 0.337329 NA NA
"United States of America" 1934 0 "Male" 0.076478 NA NA
"United States of America" 1934 0 "Female" 0.060211 NA NA
"United States of America" 1934 1 "Male" 0.011208 NA NA
"United States of America" 1934 1 "Female" 0.009894 NA NA
"United States of America" 1934 2 "Male" 0.005157 NA NA
"United States of America" 1934 2 "Female" 0.00454 NA NA
"United States of America" 1934 3 "Male" 0.003475 NA NA
"United States of America" 1934 3 "Female" 0.002979 NA NA
"United States of America" 1934 4 "Male" 0.002662 NA NA
"United States of America" 1934 4 "Female" 0.002236 NA NA
"United States of America" 1934 5 "Male" 0.002192 NA NA
"United States of America" 1934 5 "Female" 0.001858 NA NA
"United States of America" 1934 6 "Male" 0.001972 NA NA
"United States of America" 1934 6 "Female" 0.001667 NA NA
"United States of America" 1934 7 "Male" 0.001793 NA NA
"United States of America" 1934 7 "Female" 0.001495 NA NA
"United States of America" 1934 8 "Male" 0.001655 NA NA
"United States of America" 1934 8 "Female" 0.001354 NA NA
"United States of America" 1934 9 "Male" 0.001542 NA NA
"United States of America" 1934 9 "Female" 0.001235 NA NA
"United States of America" 1934 10 "Male" 0.001464 NA NA
"United States of America" 1934 10 "Female" 0.001147 NA NA
"United States of America" 1934 11 "Male" 0.00144 NA NA
"United States of America" 1934 11 "Female" 0.001112 NA NA
"United States of America" 1934 12 "Male" 0.001473 NA NA
"United States of America" 1934 12 "Female" 0.001136 NA NA
"United States of America" 1934 13 "Male" 0.001586 NA NA
"United States of America" 1934 13 "Female" 0.001233 NA NA
"United States of America" 1934 14 "Male" 0.001778 NA NA
"United States of America" 1934 14 "Female" 0.0014 NA NA
"United States of America" 1934 15 "Male" 0.002028 NA NA
"United States of America" 1934 15 "Female" 0.00162 NA NA
"United States of America" 1934 16 "Male" 0.002285 NA NA
"United States of America" 1934 16 "Female" 0.00185 NA NA
"United States of America" 1934 17 "Male" 0.002534 NA NA
"United States of America" 1934 17 "Female" 0.002076 NA NA
"United States of America" 1934 18 "Male" 0.002774 NA NA
"United States of America" 1934 18 "Female" 0.002296 NA NA
"United States of America" 1934 19 "Male" 0.00301 NA NA
"United States of America" 1934 19 "Female" 0.002517 NA NA
"United States of America" 1934 20 "Male" 0.00324 NA NA
"United States of America" 1934 20 "Female" 0.002737 NA NA
"United States of America" 1934 21 "Male" 0.003436 NA NA
"United States of America" 1934 21 "Female" 0.002933 NA NA
"United States of America" 1934 22 "Male" 0.003593 NA NA
"United States of America" 1934 22 "Female" 0.003101 NA NA
"United States of America" 1934 23 "Male" 0.003708 NA NA
"United States of America" 1934 23 "Female" 0.003242 NA NA
"United States of America" 1934 24 "Male" 0.003775 NA NA
"United States of America" 1934 24 "Female" 0.00335 NA NA
"United States of America" 1934 25 "Male" 0.003802 NA NA
"United States of America" 1934 25 "Female" 0.003429 NA NA
"United States of America" 1934 26 "Male" 0.003843 NA NA
"United States of America" 1934 26 "Female" 0.0035 NA NA
"United States of America" 1934 27 "Male" 0.003911 NA NA
"United States of America" 1934 27 "Female" 0.003571 NA NA
"United States of America" 1934 28 "Male" 0.004006 NA NA
"United States of America" 1934 28 "Female" 0.003639 NA NA
"United States of America" 1934 29 "Male" 0.00413 NA NA
"United States of America" 1934 29 "Female" 0.003701 NA NA
"United States of America" 1934 30 "Male" 0.004283 NA NA
"United States of America" 1934 30 "Female" 0.003762 NA NA
"United States of America" 1934 31 "Male" 0.00447 NA NA
"United States of America" 1934 31 "Female" 0.003853 NA NA
"United States of America" 1934 32 "Male" 0.004694 NA NA
"United States of America" 1934 32 "Female" 0.003981 NA NA
"United States of America" 1934 33 "Male" 0.004957 NA NA
"United States of America" 1934 33 "Female" 0.004151 NA NA
"United States of America" 1934 34 "Male" 0.005263 NA NA
"United States of America" 1934 34 "Female" 0.004367 NA NA
"United States of America" 1934 35 "Male" 0.005604 NA NA
"United States of America" 1934 35 "Female" 0.004621 NA NA
"United States of America" 1934 36 "Male" 0.005939 NA NA
"United States of America" 1934 36 "Female" 0.004863 NA NA
"United States of America" 1934 37 "Male" 0.00624 NA NA
"United States of America" 1934 37 "Female" 0.005065 NA NA
"United States of America" 1934 38 "Male" 0.006512 NA NA
"United States of America" 1934 38 "Female" 0.005231 NA NA
"United States of America" 1934 39 "Male" 0.006778 NA NA
"United States of America" 1934 39 "Female" 0.005378 NA NA
"United States of America" 1934 40 "Male" 0.007062 NA NA
"United States of America" 1934 40 "Female" 0.005528 NA NA
"United States of America" 1934 41 "Male" 0.007411 NA NA
"United States of America" 1934 41 "Female" 0.005727 NA NA
"United States of America" 1934 42 "Male" 0.007869 NA NA
"United States of America" 1934 42 "Female" 0.00601 NA NA
"United States of America" 1934 43 "Male" 0.008435 NA NA
"United States of America" 1934 43 "Female" 0.006376 NA NA
"United States of America" 1934 44 "Male" 0.009082 NA NA
"United States of America" 1934 44 "Female" 0.006804 NA NA
"United States of America" 1934 45 "Male" 0.009794 NA NA
"United States of America" 1934 45 "Female" 0.00728 NA NA
"United States of America" 1934 46 "Male" 0.01056 NA NA
"United States of America" 1934 46 "Female" 0.00781 NA NA
"United States of America" 1934 47 "Male" 0.011376 NA NA
"United States of America" 1934 47 "Female" 0.008387 NA NA
"United States of America" 1934 48 "Male" 0.012254 NA NA
"United States of America" 1934 48 "Female" 0.009019 NA NA
"United States of America" 1934 49 "Male" 0.01322 NA NA
"United States of America" 1934 49 "Female" 0.009736 NA NA
"United States of America" 1934 50 "Male" 0.014267 NA NA
"United States of America" 1934 50 "Female" 0.010532 NA NA
"United States of America" 1934 51 "Male" 0.015295 NA NA
"United States of America" 1934 51 "Female" 0.011311 NA NA
"United States of America" 1934 52 "Male" 0.016256 NA NA
"United States of America" 1934 52 "Female" 0.012032 NA NA
"United States of America" 1934 53 "Male" 0.017137 NA NA
"United States of America" 1934 53 "Female" 0.012683 NA NA
"United States of America" 1934 54 "Male" 0.017937 NA NA
"United States of America" 1934 54 "Female" 0.013258 NA NA
"United States of America" 1934 55 "Male" 0.01872 NA NA
"United States of America" 1934 55 "Female" 0.013809 NA NA
"United States of America" 1934 56 "Male" 0.01973 NA NA
"United States of America" 1934 56 "Female" 0.014554 NA NA
"United States of America" 1934 57 "Male" 0.021079 NA NA
"United States of America" 1934 57 "Female" 0.015587 NA NA
"United States of America" 1934 58 "Male" 0.022806 NA NA
"United States of America" 1934 58 "Female" 0.016943 NA NA
"United States of America" 1934 59 "Male" 0.024944 NA NA
"United States of America" 1934 59 "Female" 0.01865 NA NA
"United States of America" 1934 60 "Male" 0.027445 NA NA
"United States of America" 1934 60 "Female" 0.020668 NA NA
"United States of America" 1934 61 "Male" 0.029965 NA NA
"United States of America" 1934 61 "Female" 0.022719 NA NA
"United States of America" 1934 62 "Male" 0.032359 NA NA
"United States of America" 1934 62 "Female" 0.024704 NA NA
"United States of America" 1934 63 "Male" 0.034622 NA NA
"United States of America" 1934 63 "Female" 0.026628 NA NA
"United States of America" 1934 64 "Male" 0.036777 NA NA
"United States of America" 1934 64 "Female" 0.028502 NA NA
"United States of America" 1934 65 "Male" 0.038922 NA NA
"United States of America" 1934 65 "Female" 0.030396 NA NA
"United States of America" 1934 66 "Male" 0.041483 NA NA
"United States of America" 1934 66 "Female" 0.032662 NA NA
"United States of America" 1934 67 "Male" 0.044719 NA NA
"United States of America" 1934 67 "Female" 0.035501 NA NA
"United States of America" 1934 68 "Male" 0.048749 NA NA
"United States of America" 1934 68 "Female" 0.039002 NA NA
"United States of America" 1934 69 "Male" 0.053663 NA NA
"United States of America" 1934 69 "Female" 0.043257 NA NA
"United States of America" 1934 70 "Male" 0.059462 NA NA
"United States of America" 1934 70 "Female" 0.048268 NA NA
"United States of America" 1934 71 "Male" 0.065563 NA NA
"United States of America" 1934 71 "Female" 0.053528 NA NA
"United States of America" 1934 72 "Male" 0.071541 NA NA
"United States of America" 1934 72 "Female" 0.058737 NA NA
"United States of America" 1934 73 "Male" 0.077272 NA NA
"United States of America" 1934 73 "Female" 0.063813 NA NA
"United States of America" 1934 74 "Male" 0.082884 NA NA
"United States of America" 1934 74 "Female" 0.068815 NA NA
"United States of America" 1934 75 "Male" 0.085984 NA NA
"United States of America" 1934 75 "Female" 0.071635 NA NA
"United States of America" 1934 76 "Male" 0.093237 NA NA
"United States of America" 1934 76 "Female" 0.078041 NA NA
"United States of America" 1934 77 "Male" 0.101435 NA NA
"United States of America" 1934 77 "Female" 0.085361 NA NA
"United States of America" 1934 78 "Male" 0.110626 NA NA
"United States of America" 1934 78 "Female" 0.093792 NA NA
"United States of America" 1934 79 "Male" 0.120621 NA NA
"United States of America" 1934 79 "Female" 0.103376 NA NA
"United States of America" 1934 80 "Male" 0.130257 NA NA
"United States of America" 1934 80 "Female" 0.110385 NA NA
"United States of America" 1934 81 "Male" 0.141523 NA NA
"United States of America" 1934 81 "Female" 0.121216 NA NA
"United States of America" 1934 82 "Male" 0.153406 NA NA
"United States of America" 1934 82 "Female" 0.132292 NA NA
"United States of America" 1934 83 "Male" 0.1655 NA NA
"United States of America" 1934 83 "Female" 0.143229 NA NA
"United States of America" 1934 84 "Male" 0.177724 NA NA
"United States of America" 1934 84 "Female" 0.153801 NA NA
"United States of America" 1934 85 "Male" 0.190365 NA NA
"United States of America" 1934 85 "Female" 0.164308 NA NA
"United States of America" 1934 86 "Male" 0.204097 NA NA
"United States of America" 1934 86 "Female" 0.176009 NA NA
"United States of America" 1934 87 "Male" 0.21946 NA NA
"United States of America" 1934 87 "Female" 0.189624 NA NA
"United States of America" 1934 88 "Male" 0.236138 NA NA
"United States of America" 1934 88 "Female" 0.205179 NA NA
"United States of America" 1934 89 "Male" 0.253302 NA NA
"United States of America" 1934 89 "Female" 0.221801 NA NA
"United States of America" 1934 90 "Male" 0.269699 NA NA
"United States of America" 1934 90 "Female" 0.238895 NA NA
"United States of America" 1934 91 "Male" 0.283122 NA NA
"United States of America" 1934 91 "Female" 0.25555 NA NA
"United States of America" 1934 92 "Male" 0.29202 NA NA
"United States of America" 1934 92 "Female" 0.270157 NA NA
"United States of America" 1934 93 "Male" 0.295043 NA NA
"United States of America" 1934 93 "Female" 0.281578 NA NA
"United States of America" 1934 94 "Male" 0.293843 NA NA
"United States of America" 1934 94 "Female" 0.289891 NA NA
"United States of America" 1934 95 "Male" 0.295144 NA NA
"United States of America" 1934 95 "Female" 0.293755 NA NA
"United States of America" 1934 96 "Male" 0.292093 NA NA
"United States of America" 1934 96 "Female" 0.287866 NA NA
"United States of America" 1934 97 "Male" 0.28255 NA NA
"United States of America" 1934 97 "Female" 0.275047 NA NA
"United States of America" 1934 98 "Male" 0.269399 NA NA
"United States of America" 1934 98 "Female" 0.263196 NA NA
"United States of America" 1934 99 "Male" 0.267304 NA NA
"United States of America" 1934 99 "Female" 0.270155 NA NA
"United States of America" 1934 100 "Male" 0.417028 NA NA
"United States of America" 1934 100 "Female" 0.369592 NA NA
"United States of America" 1935 0 "Male" 0.069168 NA NA
"United States of America" 1935 0 "Female" 0.053557 NA NA
"United States of America" 1935 1 "Male" 0.009476 NA NA
"United States of America" 1935 1 "Female" 0.008334 NA NA
"United States of America" 1935 2 "Male" 0.004519 NA NA
"United States of America" 1935 2 "Female" 0.003766 NA NA
"United States of America" 1935 3 "Male" 0.003199 NA NA
"United States of America" 1935 3 "Female" 0.002756 NA NA
"United States of America" 1935 4 "Male" 0.002479 NA NA
"United States of America" 1935 4 "Female" 0.002326 NA NA
"United States of America" 1935 5 "Male" 0.002086 NA NA
"United States of America" 1935 5 "Female" 0.001929 NA NA
"United States of America" 1935 6 "Male" 0.001919 NA NA
"United States of America" 1935 6 "Female" 0.001678 NA NA
"United States of America" 1935 7 "Male" 0.001764 NA NA
"United States of America" 1935 7 "Female" 0.001463 NA NA
"United States of America" 1935 8 "Male" 0.001643 NA NA
"United States of America" 1935 8 "Female" 0.001296 NA NA
"United States of America" 1935 9 "Male" 0.001555 NA NA
"United States of America" 1935 9 "Female" 0.001183 NA NA
"United States of America" 1935 10 "Male" 0.001493 NA NA
"United States of America" 1935 10 "Female" 0.001117 NA NA
"United States of America" 1935 11 "Male" 0.001483 NA NA
"United States of America" 1935 11 "Female" 0.001104 NA NA
"United States of America" 1935 12 "Male" 0.001526 NA NA
"United States of America" 1935 12 "Female" 0.001144 NA NA
"United States of America" 1935 13 "Male" 0.001623 NA NA
"United States of America" 1935 13 "Female" 0.001237 NA NA
"United States of America" 1935 14 "Male" 0.001795 NA NA
"United States of America" 1935 14 "Female" 0.001396 NA NA
"United States of America" 1935 15 "Male" 0.002033 NA NA
"United States of America" 1935 15 "Female" 0.001612 NA NA
"United States of America" 1935 16 "Male" 0.002282 NA NA
"United States of America" 1935 16 "Female" 0.001838 NA NA
"United States of America" 1935 17 "Male" 0.002525 NA NA
"United States of America" 1935 17 "Female" 0.00206 NA NA
"United States of America" 1935 18 "Male" 0.002753 NA NA
"United States of America" 1935 18 "Female" 0.002272 NA NA
"United States of America" 1935 19 "Male" 0.002966 NA NA
"United States of America" 1935 19 "Female" 0.002475 NA NA
"United States of America" 1935 20 "Male" 0.003166 NA NA
"United States of America" 1935 20 "Female" 0.002669 NA NA
"United States of America" 1935 21 "Male" 0.003342 NA NA
"United States of America" 1935 21 "Female" 0.002845 NA NA
"United States of America" 1935 22 "Male" 0.003494 NA NA
"United States of America" 1935 22 "Female" 0.003002 NA NA
"United States of America" 1935 23 "Male" 0.003624 NA NA
"United States of America" 1935 23 "Female" 0.003143 NA NA
"United States of America" 1935 24 "Male" 0.003731 NA NA
"United States of America" 1935 24 "Female" 0.003267 NA NA
"United States of America" 1935 25 "Male" 0.003813 NA NA
"United States of America" 1935 25 "Female" 0.003372 NA NA
"United States of America" 1935 26 "Male" 0.003891 NA NA
"United States of America" 1935 26 "Female" 0.003461 NA NA
"United States of America" 1935 27 "Male" 0.003968 NA NA
"United States of America" 1935 27 "Female" 0.003538 NA NA
"United States of America" 1935 28 "Male" 0.004046 NA NA
"United States of America" 1935 28 "Female" 0.003601 NA NA
"United States of America" 1935 29 "Male" 0.004122 NA NA
"United States of America" 1935 29 "Female" 0.003648 NA NA
"United States of America" 1935 30 "Male" 0.004206 NA NA
"United States of America" 1935 30 "Female" 0.003688 NA NA
"United States of America" 1935 31 "Male" 0.004344 NA NA
"United States of America" 1935 31 "Female" 0.003763 NA NA
"United States of America" 1935 32 "Male" 0.004547 NA NA
"United States of America" 1935 32 "Female" 0.003888 NA NA
"United States of America" 1935 33 "Male" 0.004821 NA NA
"United States of America" 1935 33 "Female" 0.004065 NA NA
"United States of America" 1935 34 "Male" 0.005168 NA NA
"United States of America" 1935 34 "Female" 0.004299 NA NA
"United States of America" 1935 35 "Male" 0.005579 NA NA
"United States of America" 1935 35 "Female" 0.004582 NA NA
"United States of America" 1935 36 "Male" 0.005996 NA NA
"United States of America" 1935 36 "Female" 0.004862 NA NA
"United States of America" 1935 37 "Male" 0.006379 NA NA
"United States of America" 1935 37 "Female" 0.005107 NA NA
"United States of America" 1935 38 "Male" 0.006702 NA NA
"United States of America" 1935 38 "Female" 0.005295 NA NA
"United States of America" 1935 39 "Male" 0.006969 NA NA
"United States of America" 1935 39 "Female" 0.005431 NA NA
"United States of America" 1935 40 "Male" 0.007214 NA NA
"United States of America" 1935 40 "Female" 0.005541 NA NA
"United States of America" 1935 41 "Male" 0.007497 NA NA
"United States of America" 1935 41 "Female" 0.005684 NA NA
"United States of America" 1935 42 "Male" 0.007864 NA NA
"United States of America" 1935 42 "Female" 0.005901 NA NA
"United States of America" 1935 43 "Male" 0.008355 NA NA
"United States of America" 1935 43 "Female" 0.006225 NA NA
"United States of America" 1935 44 "Male" 0.008972 NA NA
"United States of America" 1935 44 "Female" 0.006658 NA NA
"United States of America" 1935 45 "Male" 0.009682 NA NA
"United States of America" 1935 45 "Female" 0.007174 NA NA
"United States of America" 1935 46 "Male" 0.010438 NA NA
"United States of America" 1935 46 "Female" 0.007738 NA NA
"United States of America" 1935 47 "Male" 0.011231 NA NA
"United States of America" 1935 47 "Female" 0.008333 NA NA
"United States of America" 1935 48 "Male" 0.01206 NA NA
"United States of America" 1935 48 "Female" 0.008947 NA NA
"United States of America" 1935 49 "Male" 0.012938 NA NA
"United States of America" 1935 49 "Female" 0.009586 NA NA
"United States of America" 1935 50 "Male" 0.013879 NA NA
"United States of America" 1935 50 "Female" 0.010268 NA NA
"United States of America" 1935 51 "Male" 0.014866 NA NA
"United States of America" 1935 51 "Female" 0.010978 NA NA
"United States of America" 1935 52 "Male" 0.015877 NA NA
"United States of America" 1935 52 "Female" 0.011698 NA NA
"United States of America" 1935 53 "Male" 0.016886 NA NA
"United States of America" 1935 53 "Female" 0.012409 NA NA
"United States of America" 1935 54 "Male" 0.017883 NA NA
"United States of America" 1935 54 "Female" 0.013103 NA NA
"United States of America" 1935 55 "Male" 0.018902 NA NA
"United States of America" 1935 55 "Female" 0.013807 NA NA
"United States of America" 1935 56 "Male" 0.020035 NA NA
