"country" "year" "age" "sex" "death" "exp" "mx"
"Japan" 1950 0 "Male" 75.26 1209.499 0.0622241109748747
"Japan" 1950 0 "Female" 63.675 1175.653 0.0541613894576036
"Japan" 1950 1 "Male" 18.021 1244.41 0.0144815615432213
"Japan" 1950 1 "Female" 18.277 1239.387 0.0147468062840743
"Japan" 1950 2 "Male" 12.893 1292.422 0.00997584380333978
"Japan" 1950 2 "Female" 12.539 1287.794 0.00973680573135144
"Japan" 1950 3 "Male" 8.978 1249.782 0.00718365282905339
"Japan" 1950 3 "Female" 8.801 1242.799 0.00708159565625656
"Japan" 1950 4 "Male" 4.689 1006.125 0.00466045471487141
"Japan" 1950 4 "Female" 4.645 998.709 0.00465100444674074
"Japan" 1950 5 "Male" 2.715 817.669 0.00332041449535203
"Japan" 1950 5 "Female" 2.702 818.441 0.00330139863472138
"Japan" 1950 6 "Male" 2.418 926.414 0.00261006418296787
"Japan" 1950 6 "Female" 2.067 935.063 0.00221054624126931
"Japan" 1950 7 "Male" 2.126 998.021 0.00213021569686409
"Japan" 1950 7 "Female" 1.768 1009.773 0.00175088856604405
"Japan" 1950 8 "Male" 1.685 997.117 0.00168987190068969
"Japan" 1950 8 "Female" 1.462 1008.387 0.00144984019032375
"Japan" 1950 9 "Male" 1.441 1007.557 0.00143019203876307
"Japan" 1950 9 "Female" 1.322 1016.645 0.00130035558134846
"Japan" 1950 10 "Male" 1.197 957.727 0.00124983424295232
"Japan" 1950 10 "Female" 1.103 967.999 0.00113946398704957
"Japan" 1950 11 "Male" 0.976 856.485 0.00113954126458724
"Japan" 1950 11 "Female" 0.99 868.691 0.00113964574284757
"Japan" 1950 12 "Male" 0.94 832.422 0.00112923493132089
"Japan" 1950 12 "Female" 0.975 848.028 0.00114972618828624
"Japan" 1950 13 "Male" 0.966 886.39 0.00108981373887341
"Japan" 1950 13 "Female" 1.092 902.52 0.00120994548597261
"Japan" 1950 14 "Male" 1.072 916.913 0.00116914036555268
"Japan" 1950 14 "Female" 1.301 929.422 0.00139979471112154
"Japan" 1950 15 "Male" 1.336 909.2 0.0014694236691597
"Japan" 1950 15 "Female" 1.54 922.519 0.00166934231164887
"Japan" 1950 16 "Male" 1.607 882.866 0.00182020827622765
"Japan" 1950 16 "Female" 1.877 898.17 0.00208980482536714
"Japan" 1950 17 "Male" 2.245 877.073 0.0025596501089419
"Japan" 1950 17 "Female" 2.189 893.556 0.00244976252187888
"Japan" 1950 18 "Male" 2.679 878.403 0.00304985297181362
"Japan" 1950 18 "Female" 2.722 895.755 0.0030387773442515
"Japan" 1950 19 "Male" 3.138 866.837 0.00362005775018833
"Japan" 1950 19 "Female" 2.947 885.127 0.00332946571508947
"Japan" 1950 20 "Male" 3.485 841.783 0.00414002183460583
"Japan" 1950 20 "Female" 3.121 859.891 0.00362952978924073
"Japan" 1950 21 "Male" 3.808 817.115 0.00466029873396034
"Japan" 1950 21 "Female" 3.514 836.567 0.00420050037833192
"Japan" 1950 22 "Male" 4.007 799.876 0.00500952647660387
"Japan" 1950 22 "Female" 3.828 823.077 0.00465084068683732
"Japan" 1950 23 "Male" 4.109 784.205 0.00523970135360014
"Japan" 1950 23 "Female" 3.962 809.894 0.00489199821211171
"Japan" 1950 24 "Male" 4.402 766.875 0.0057401792991035
"Japan" 1950 24 "Female" 4.023 800.982 0.005022584777186
"Japan" 1950 25 "Male" 4.216 725.67 0.00580980335414169
"Japan" 1950 25 "Female" 3.866 779.125 0.0049619765762875
"Japan" 1950 26 "Male" 3.897 661.713 0.00588926014752619
"Japan" 1950 26 "Female" 3.869 739.353 0.0052329536770663
"Japan" 1950 27 "Male" 3.349 593.802 0.00563992711375172
"Japan" 1950 27 "Female" 3.639 710.337 0.00512292052926991
"Japan" 1950 28 "Male" 3.034 540.795 0.00561025897058959
"Japan" 1950 28 "Female" 3.604 691.471 0.0052120768622256
"Japan" 1950 29 "Male" 3.006 510.342 0.00589016776984845
"Japan" 1950 29 "Female" 3.368 665.37 0.00506184528908727
"Japan" 1950 30 "Male" 2.833 514.153 0.00551003300573954
"Japan" 1950 30 "Female" 3.291 664.66 0.00495140372521289
"Japan" 1950 31 "Male" 2.518 487.914 0.00516074554122243
"Japan" 1950 31 "Female" 3.006 614.624 0.00489079502264799
"Japan" 1950 32 "Male" 2.467 455.911 0.00541114384167085
"Japan" 1950 32 "Female" 2.738 558.566 0.00490183792067544
"Japan" 1950 33 "Male" 2.529 470.024 0.00538057631099689
"Japan" 1950 33 "Female" 2.823 567.841 0.00497146208181516
"Japan" 1950 34 "Male" 2.676 482.974 0.00554067092638527
"Japan" 1950 34 "Female" 2.889 574.279 0.00503065583105076
"Japan" 1950 35 "Male" 2.786 486.064 0.0057317554889891
"Japan" 1950 35 "Female" 2.938 569.417 0.00515966330474854
"Japan" 1950 36 "Male" 2.838 488.398 0.00581083460620232
"Japan" 1950 36 "Female" 2.939 566.138 0.00519131377861935
"Japan" 1950 37 "Male" 2.949 488.11 0.00604167093483026
"Japan" 1950 37 "Female" 2.899 560.624 0.00517102371643026
"Japan" 1950 38 "Male" 2.925 481.804 0.00607093340860599
"Japan" 1950 38 "Female" 2.975 551.871 0.00539075254905585
"Japan" 1950 39 "Male" 3.114 475.307 0.00655155510017736
"Japan" 1950 39 "Female" 3.069 541.133 0.00567143382495616
"Japan" 1950 40 "Male" 3.036 465.601 0.00652060455196617
"Japan" 1950 40 "Female" 2.991 518.41 0.00576956463031192
"Japan" 1950 41 "Male" 3.21 463.233 0.00692955812733549
"Japan" 1950 41 "Female" 2.979 508.412 0.0058594210994233
"Japan" 1950 42 "Male" 3.287 456.443 0.00720133729731861
"Japan" 1950 42 "Female" 3.096 494.488 0.00626102150102733
"Japan" 1950 43 "Male" 3.372 448.997 0.00751007245037272
"Japan" 1950 43 "Female" 2.828 475.184 0.00595137883430418
"Japan" 1950 44 "Male" 3.373 420.014 0.00803068469146267
"Japan" 1950 44 "Female" 2.75 431.659 0.00637076951945865
"Japan" 1950 45 "Male" 3.404 399.009 0.00853113588916541
"Japan" 1950 45 "Female" 2.85 407.056 0.00700149365197909
"Japan" 1950 46 "Male" 3.459 399.81 0.0086516095145194
"Japan" 1950 46 "Female" 2.857 408.045 0.00700167873641388
"Japan" 1950 47 "Male" 3.833 403.002 0.00951111905151836
"Japan" 1950 47 "Female" 2.996 406.566 0.00736903725348406
"Japan" 1950 48 "Male" 4.167 410.628 0.0101478710657822
"Japan" 1950 48 "Female" 3.301 414.76 0.00795881955829878
"Japan" 1950 49 "Male" 4.514 403.111 0.0111979082684422
"Japan" 1950 49 "Female" 3.368 405.478 0.00830624596155648
"Japan" 1950 50 "Male" 4.48 384.288 0.0116579232242485
"Japan" 1950 50 "Female" 3.45 387.329 0.008907156448394
"Japan" 1950 51 "Male" 4.409 358.541 0.0122970594715807
"Japan" 1950 51 "Female" 3.388 360.13 0.00940771388109849
"Japan" 1950 52 "Male" 4.913 348.732 0.0140881823291238
"Japan" 1950 52 "Female" 3.75 349.87 0.0107182667848058
"Japan" 1950 53 "Male" 4.894 340.389 0.0143776679034869
"Japan" 1950 53 "Female" 3.646 342.63 0.0106412164725797
"Japan" 1950 54 "Male" 5.239 322.071 0.0162665996007092
"Japan" 1950 54 "Female" 3.904 325.884 0.0119797228461661
"Japan" 1950 55 "Male" 5.525 310.079 0.0178180399188594
"Japan" 1950 55 "Female" 3.824 316.547 0.0120803545760977
"Japan" 1950 56 "Male" 5.698 295.316 0.0192945861382384
"Japan" 1950 56 "Female" 4.056 301.388 0.0134577355435518
"Japan" 1950 57 "Male" 5.764 276.856 0.0208194873869448
"Japan" 1950 57 "Female" 4.224 283.46 0.0149015734142383
"Japan" 1950 58 "Male" 6.354 268.512 0.0236637468716482
"Japan" 1950 58 "Female" 4.469 278.592 0.016041379508385
"Japan" 1950 59 "Male" 6.173 252.501 0.0244474279309785
"Japan" 1950 59 "Female" 4.364 267.221 0.0163310518260167
"Japan" 1950 60 "Male" 6.556 241.243 0.027175918057726
"Japan" 1950 60 "Female" 4.807 261.276 0.0183981689860531
"Japan" 1950 61 "Male" 7.127 244.863 0.0291060715583816
"Japan" 1950 61 "Female" 5.498 269.712 0.0203847066500564
"Japan" 1950 62 "Male" 7.306 234.882 0.0311049803731235
"Japan" 1950 62 "Female" 5.458 259.389 0.0210417558184811
"Japan" 1950 63 "Male" 7.775 215.921 0.0360085401605217
"Japan" 1950 63 "Female" 6.291 243.623 0.0258226850502621
"Japan" 1950 64 "Male" 7.424 189.619 0.0391521946640368
"Japan" 1950 64 "Female" 6.051 222.423 0.0272049203544597
"Japan" 1950 65 "Male" 7.644 173.691 0.0440091887317132
"Japan" 1950 65 "Female" 6.121 209.463 0.0292223447577854
"Japan" 1950 66 "Male" 8.036 168.542 0.0476795101517723
"Japan" 1950 66 "Female" 6.904 208.859 0.0330557936215341
"Japan" 1950 67 "Male" 8.144 158.45 0.051397917324077
"Japan" 1950 67 "Female" 7.295 203.472 0.0358525988833844
"Japan" 1950 68 "Male" 8.465 148.882 0.0568571083139668
"Japan" 1950 68 "Female" 7.625 196.369 0.0388299578854096
"Japan" 1950 69 "Male" 8.864 140.711 0.0629943643354109
"Japan" 1950 69 "Female" 8.228 187.298 0.0439299939134427
"Japan" 1950 70 "Male" 8.525 128.675 0.0662521857392656
"Japan" 1950 70 "Female" 7.977 174.585 0.0456912105851018
"Japan" 1950 71 "Male" 8.753 118.11 0.0741088815510964
"Japan" 1950 71 "Female" 8.584 165.379 0.0519050181703844
"Japan" 1950 72 "Male" 8.809 109.972 0.0801022078347216
"Japan" 1950 72 "Female" 8.934 158.096 0.0565099686266572
"Japan" 1950 73 "Male" 8.572 98.263 0.0872352767572738
"Japan" 1950 73 "Female" 9.194 145.838 0.0630425540668413
"Japan" 1950 74 "Male" 8.358 87.993 0.0949848283386178
"Japan" 1950 74 "Female" 9.431 133.775 0.0704989721547374
"Japan" 1950 75 "Male" 7.675 75.787 0.101270666473142
"Japan" 1950 75 "Female" 9.017 117.963 0.076439222468062
"Japan" 1950 76 "Male" 7.026 63.379 0.110856908439704
"Japan" 1950 76 "Female" 8.576 102.25 0.0838728606356968
"Japan" 1950 77 "Male" 6.553 54.575 0.120073293632616
"Japan" 1950 77 "Female" 8.103 90.946 0.0890968266883645
"Japan" 1950 78 "Male" 5.871 45.895 0.127922431637433
"Japan" 1950 78 "Female" 7.838 78.421 0.0999477180857168
"Japan" 1950 79 "Male" 5.008 36.243 0.138178406864774
"Japan" 1950 79 "Female" 6.624 63.076 0.105016170968356
"Japan" 1950 80 "Male" 4.512 28.649 0.157492408111976
"Japan" 1950 80 "Female" 6.543 51.99 0.125851125216388
"Japan" 1950 81 "Male" 3.976 23.249 0.171018108305734
"Japan" 1950 81 "Female" 6.024 44.507 0.135349495584964
"Japan" 1950 82 "Male" 3.474 18.244 0.190418767814076
"Japan" 1950 82 "Female" 5.544 36.45 0.152098765432099
"Japan" 1950 83 "Male" 2.899 14.143 0.204977727497702
"Japan" 1950 83 "Female" 4.777 29.567 0.161565258565292
"Japan" 1950 84 "Male" 2.298 10.935 0.210150891632373
"Japan" 1950 84 "Female" 4.29 23.785 0.180365776750053
"Japan" 1950 85 "Male" 1.985 8.5 0.233529411764706
"Japan" 1950 85 "Female" 3.706 19.047 0.194571323568016
"Japan" 1950 86 "Male" 1.762 6.541 0.26937777098303
"Japan" 1950 86 "Female" 3.251 15.123 0.214970574621438
"Japan" 1950 87 "Male" 1.281 4.946 0.258997169429842
"Japan" 1950 87 "Female" 2.742 11.762 0.233123618432239
"Japan" 1950 88 "Male" 1.045 3.652 0.286144578313253
"Japan" 1950 88 "Female" 2.279 8.941 0.254893188681356
"Japan" 1950 89 "Male" 0.873 2.583 0.337979094076655
"Japan" 1950 89 "Female" 1.752 6.672 0.262589928057554
"Japan" 1950 90 "Male" 0.628 1.799 0.349082823790995
"Japan" 1950 90 "Female" 1.487 4.889 0.304152178359583
"Japan" 1950 91 "Male" 0.46 1.227 0.374898125509372
"Japan" 1950 91 "Female" 1.117 3.49 0.320057306590258
"Japan" 1950 92 "Male" 0.338 0.78 0.433333333333333
"Japan" 1950 92 "Female" 0.867 2.399 0.36140058357649
"Japan" 1950 93 "Male" 0.179 0.469 0.381663113006397
"Japan" 1950 93 "Female" 0.545 1.585 0.34384858044164
"Japan" 1950 94 "Male" 0.137 0.271 0.505535055350554
"Japan" 1950 94 "Female" 0.411 1.032 0.398255813953488
"Japan" 1950 95 "Male" 0.078 0.164 0.475609756097561
"Japan" 1950 95 "Female" 0.284 0.688 0.412790697674419
"Japan" 1950 96 "Male" 0.056 0.111 0.504504504504504
"Japan" 1950 96 "Female" 0.205 0.466 0.439914163090129
"Japan" 1950 97 "Male" 0.037 0.069 0.536231884057971
"Japan" 1950 97 "Female" 0.138 0.292 0.472602739726027
"Japan" 1950 98 "Male" 0.021 0.037 0.567567567567568
"Japan" 1950 98 "Female" 0.079 0.156 0.506410256410256
"Japan" 1950 99 "Male" 0.008 0.014 0.571428571428571
"Japan" 1950 99 "Female" 0.032 0.06 0.533333333333333
"Japan" 1950 100 "Male" 0.002 0.003 0.666666666666667
"Japan" 1950 100 "Female" 0.006 0.013 0.461538461538462
"Japan" 1951 0 "Male" 67.001 1154.536 0.0580328374342593
"Japan" 1951 0 "Female" 56.216 1102.289 0.0509993295769077
"Japan" 1951 1 "Male" 15.308 1167.649 0.013110104149449
"Japan" 1951 1 "Female" 14.794 1141.772 0.0129570527215591
"Japan" 1951 2 "Male" 11.505 1223.247 0.00940529590507886
"Japan" 1951 2 "Female" 11.384 1222.051 0.00931548683320091
"Japan" 1951 3 "Male" 9.056 1279.528 0.00707760986863906
"Japan" 1951 3 "Female" 8.76 1276.203 0.00686411174397803
"Japan" 1951 4 "Male" 5.95 1241.927 0.00479094181864151
"Japan" 1951 4 "Female" 5.72 1234.809 0.00463229535903933
"Japan" 1951 5 "Male" 3.066 1001.951 0.0030600298817008
"Japan" 1951 5 "Female" 2.924 994.087 0.00294139245357801
"Japan" 1951 6 "Male" 1.834 814.913 0.00225054699090578
"Japan" 1951 6 "Female" 1.754 815.418 0.00215104400442472
"Japan" 1951 7 "Male" 1.664 923.765 0.00180132392978734
"Japan" 1951 7 "Female" 1.483 932.429 0.00159046962288818
"Japan" 1951 8 "Male" 1.514 995.718 0.00152051082736277
"Japan" 1951 8 "Female" 1.26 1007.567 0.0012505371851202
"Japan" 1951 9 "Male" 1.225 995.62 0.00123038910427673
"Japan" 1951 9 "Female" 1.067 1006.954 0.00105963132377447
"Japan" 1951 10 "Male" 1.147 1006.628 0.00113944774037678
"Japan" 1951 10 "Female" 1.016 1015.67 0.00100032490868097
"Japan" 1951 11 "Male" 0.919 957.367 0.000959924459481056
"Japan" 1951 11 "Female" 0.87 967.528 0.000899198782877601
"Japan" 1951 12 "Male" 0.822 856.643 0.000959559583163581
"Japan" 1951 12 "Female" 0.877 868.746 0.00100950105094009
"Japan" 1951 13 "Male" 0.815 832.658 0.000978793214020642
"Japan" 1951 13 "Female" 0.898 848.153 0.00105877123585014
"Japan" 1951 14 "Male" 0.957 886.402 0.00107964557841702
"Japan" 1951 14 "Female" 1.064 902.592 0.00117882719988655
"Japan" 1951 15 "Male" 1.145 916.42 0.00124942711857009
"Japan" 1951 15 "Female" 1.179 929.288 0.00126871325143551
"Japan" 1951 16 "Male" 1.453 908.223 0.00159982735517599
"Japan" 1951 16 "Female" 1.483 922.012 0.00160843893571884
"Japan" 1951 17 "Male" 1.701 881.312 0.00193007697614466
"Japan" 1951 17 "Female" 1.587 897.189 0.00176885806669498
"Japan" 1951 18 "Male" 2.039 875.091 0.00233004338977318
"Japan" 1951 18 "Female" 1.988 892.111 0.00222842224790413
"Japan" 1951 19 "Male" 2.619 876.084 0.00298943936882765
"Japan" 1951 19 "Female" 2.323 893.674 0.00259938187750791
"Japan" 1951 20 "Male" 2.635 864.098 0.00304942263493261
"Japan" 1951 20 "Female" 2.506 882.433 0.00283987566194827
"Japan" 1951 21 "Male" 2.868 838.741 0.00341941075969817
"Japan" 1951 21 "Female" 2.511 856.759 0.00293081251553821
"Japan" 1951 22 "Male" 3.043 813.766 0.0037394042021908
"Japan" 1951 22 "Female" 2.725 832.885 0.00327176020699136
"Japan" 1951 23 "Male" 3.225 796.417 0.00404938618839126
"Japan" 1951 23 "Female" 2.983 818.968 0.00364238895781032
"Japan" 1951 24 "Male" 3.286 780.476 0.0042102511800491
"Japan" 1951 24 "Female" 3.119 805.378 0.00387271566891571
"Japan" 1951 25 "Male" 3.205 763.085 0.00420005635021
"Japan" 1951 25 "Female" 3.037 796.337 0.00381371203397557
"Japan" 1951 26 "Male" 3.213 722.197 0.00444892460090529
"Japan" 1951 26 "Female" 3.047 774.568 0.00393380568265149
"Japan" 1951 27 "Male" 2.864 658.538 0.00434902769468125
"Japan" 1951 27 "Female" 3.068 734.953 0.00417441659534691
"Japan" 1951 28 "Male" 2.547 591.022 0.00430948424931728
"Japan" 1951 28 "Female" 2.877 706.213 0.00407384174462945
"Japan" 1951 29 "Male" 2.438 538.27 0.00452932543147491
"Japan" 1951 29 "Female" 2.766 687.611 0.00402262325646332
"Japan" 1951 30 "Male" 2.331 507.732 0.00459100470326865
"Japan" 1951 30 "Female" 2.781 661.709 0.00420275377847362
"Japan" 1951 31 "Male" 2.169 511.486 0.00424058527506129
"Japan" 1951 31 "Female" 2.659 661.115 0.00402199314793947
"Japan" 1951 32 "Male" 2.083 485.461 0.00429076692051473
"Japan" 1951 32 "Female" 2.514 611.55 0.00411086583272014
"Japan" 1951 33 "Male" 1.991 453.446 0.00439082051666571
"Japan" 1951 33 "Female" 2.318 555.808 0.00417050492256319
"Japan" 1951 34 "Male" 2.039 467.418 0.00436226247170627
"Japan" 1951 34 "Female" 2.334 565.087 0.00413033745246307
"Japan" 1951 35 "Male" 2.167 480.159 0.00451308837280984
"Japan" 1951 35 "Female" 2.446 571.433 0.0042804668263821
"Japan" 1951 36 "Male" 2.311 483.137 0.00478332232886324
"Japan" 1951 36 "Female" 2.471 566.501 0.00436186343889949
"Japan" 1951 37 "Male" 2.399 485.371 0.00494261091000492
"Japan" 1951 37 "Female" 2.529 563.169 0.00449065910943252
"Japan" 1951 38 "Male" 2.465 485.038 0.00508207604352649
"Japan" 1951 38 "Female" 2.61 557.619 0.00468061525880574
"Japan" 1951 39 "Male" 2.629 478.69 0.00549207211347636
"Japan" 1951 39 "Female" 2.706 548.82 0.00493057833169345
"Japan" 1951 40 "Male" 2.622 472.201 0.00555272013401073
"Japan" 1951 40 "Female" 2.691 538.144 0.00500052030683237
"Japan" 1951 41 "Male" 2.818 462.563 0.00609214312428794
"Japan" 1951 41 "Female" 2.64 515.63 0.00511995035199659
"Japan" 1951 42 "Male" 2.926 460.033 0.00636041327469986
"Japan" 1951 42 "Female" 2.664 505.537 0.00526964396275644
"Japan" 1951 43 "Male" 2.987 453.12 0.00659207274011299
"Japan" 1951 43 "Female" 2.758 491.455 0.00561190749916066
"Japan" 1951 44 "Male" 3.231 445.467 0.00725306251641536
"Japan" 1951 44 "Female" 2.654 472.055 0.00562222622363919
"Japan" 1951 45 "Male" 3.142 416.434 0.00754501313533477
"Japan" 1951 45 "Female" 2.569 428.623 0.00599361210201039
"Japan" 1951 46 "Male" 3.256 395.481 0.00823301245824705
"Japan" 1951 46 "Female" 2.58 404.181 0.00638327877856703
"Japan" 1951 47 "Male" 3.567 396.283 0.00900114312246551
"Japan" 1951 47 "Female" 2.829 405.359 0.00697899886273649
"Japan" 1951 48 "Male" 3.825 399.339 0.00957832818732956
"Japan" 1951 48 "Female" 3.04 403.938 0.00752590744124098
"Japan" 1951 49 "Male" 4.098 406.625 0.0100780817706732
"Japan" 1951 49 "Female" 3.289 411.923 0.00798450195789019
"Japan" 1951 50 "Male" 4.311 398.943 0.0108060550003384
"Japan" 1951 50 "Female" 3.23 402.554 0.00802376823978895
"Japan" 1951 51 "Male" 4.373 380.084 0.0115053514486271
"Japan" 1951 51 "Female" 3.234 384.333 0.00841457798315523
"Japan" 1951 52 "Male" 4.395 354.239 0.0124068778423607
"Japan" 1951 52 "Female" 3.389 356.918 0.00949517816417216
"Japan" 1951 53 "Male" 4.844 344.14 0.0140756668797582
"Japan" 1951 53 "Female" 3.632 346.285 0.0104884704795183
"Japan" 1951 54 "Male" 4.994 335.567 0.0148822738827119
"Japan" 1951 54 "Female" 3.532 338.963 0.0104200163439667
"Japan" 1951 55 "Male" 5.32 317.014 0.0167815932419388
"Japan" 1951 55 "Female" 3.789 322.221 0.0117590101203832
"Japan" 1951 56 "Male" 5.462 304.815 0.0179190656627791
"Japan" 1951 56 "Female" 3.909 312.849 0.0124948457562594
"Japan" 1951 57 "Male" 5.691 290.075 0.0196190640351633
"Japan" 1951 57 "Female" 4.176 297.702 0.014027450269061
"Japan" 1951 58 "Male" 5.962 271.521 0.0219577859539409
"Japan" 1951 58 "Female" 4.339 279.744 0.0155106097002974
"Japan" 1951 59 "Male" 5.919 262.743 0.0225277171989358
"Japan" 1951 59 "Female" 4.299 274.589 0.0156561260647732
"Japan" 1951 60 "Male" 6.117 246.435 0.0248219611662304
"Japan" 1951 60 "Female" 4.601 262.847 0.0175044797924268
"Japan" 1951 61 "Male" 6.719 234.582 0.0286424363335635
"Japan" 1951 61 "Female" 4.835 256.25 0.0188682926829268
"Japan" 1951 62 "Male" 7.387 237.308 0.0311283226861294
"Japan" 1951 62 "Female" 5.476 263.806 0.0207576779906446
"Japan" 1951 63 "Male" 7.468 226.946 0.0329065063935914
"Japan" 1951 63 "Female" 5.624 252.964 0.0222324125171961
"Japan" 1951 64 "Male" 7.998 207.86 0.0384778216106995
"Japan" 1951 64 "Female" 6.235 236.901 0.0263190108948464
"Japan" 1951 65 "Male" 7.598 181.837 0.0417846752861079
"Japan" 1951 65 "Female" 6.052 215.882 0.0280338332978201
"Japan" 1951 66 "Male" 7.542 165.963 0.0454438639937817
"Japan" 1951 66 "Female" 6.211 202.885 0.0306134016807551
"Japan" 1951 67 "Male" 7.868 160.637 0.0489799983814439
"Japan" 1951 67 "Female" 6.966 201.91 0.0345005200336784
"Japan" 1951 68 "Male" 8.219 150.475 0.0546203688320319
"Japan" 1951 68 "Female" 7.389 196.297 0.0376419405288924
"Japan" 1951 69 "Male" 8.592 140.602 0.0611086613277194
"Japan" 1951 69 "Female" 7.864 188.854 0.0416406324462283
"Japan" 1951 70 "Male" 8.611 132.23 0.0651213794146563
"Japan" 1951 70 "Female" 8.29 179.526 0.0461771553981039
"Japan" 1951 71 "Male" 8.428 120.314 0.0700500357398142
"Japan" 1951 71 "Female" 8.349 166.681 0.0500896922864634
"Japan" 1951 72 "Male" 8.462 109.675 0.0771552313653978
"Japan" 1951 72 "Female" 8.683 157.039 0.0552919975292762
"Japan" 1951 73 "Male" 8.337 101.431 0.0821938066271653
"Japan" 1951 73 "Female" 8.899 149.305 0.0596028264291216
"Japan" 1951 74 "Male" 8.179 89.986 0.0908919165203476
"Japan" 1951 74 "Female" 9.091 136.832 0.0664391370439663
"Japan" 1951 75 "Male" 7.894 79.962 0.0987218928991271
"Japan" 1951 75 "Female" 9.695 124.532 0.0778514759258664
"Japan" 1951 76 "Male" 7.325 68.3 0.107247437774524
"Japan" 1951 76 "Female" 8.836 108.977 0.0810813290877892
"Japan" 1951 77 "Male" 6.551 56.514 0.115918179566125
"Japan" 1951 77 "Female" 8.149 93.767 0.0869069075474314
"Japan" 1951 78 "Male" 5.954 48.137 0.123688638677109
"Japan" 1951 78 "Female" 7.901 82.572 0.0956861890229133
"Japan" 1951 79 "Male" 5.245 39.97 0.131223417563172
"Japan" 1951 79 "Female" 7.487 70.305 0.106493137045729
"Japan" 1951 80 "Male" 4.555 31.032 0.146783964939417
"Japan" 1951 80 "Female" 6.553 55.713 0.117620663040942
"Japan" 1951 81 "Male" 3.934 24.096 0.163263612217795
"Japan" 1951 81 "Female" 5.839 45.301 0.128893401911658
"Japan" 1951 82 "Male" 3.434 19.335 0.177605378846651
"Japan" 1951 82 "Female" 5.464 38.497 0.141933137647089
"Japan" 1951 83 "Male" 2.912 15.091 0.192962692995825
"Japan" 1951 83 "Female" 5.107 31.319 0.163063954787828
"Japan" 1951 84 "Male" 2.398 11.685 0.205220367993154
"Japan" 1951 84 "Female" 4.453 25.186 0.176804573969666
"Japan" 1951 85 "Male" 2.002 9.052 0.221166593018118
"Japan" 1951 85 "Female" 3.663 20.176 0.181552339413164
"Japan" 1951 86 "Male" 1.662 6.978 0.238177128116939
"Japan" 1951 86 "Female" 3.315 16.055 0.206477732793522
"Japan" 1951 87 "Male" 1.34 5.319 0.251927053957511
"Japan" 1951 87 "Female" 2.773 12.584 0.220359186268277
"Japan" 1951 88 "Male" 1.054 3.998 0.263631815907954
"Japan" 1951 88 "Female" 2.205 9.668 0.228071990070335
"Japan" 1951 89 "Male" 0.83 2.872 0.28899721448468
"Japan" 1951 89 "Female" 1.755 7.26 0.241735537190083
"Japan" 1951 90 "Male" 0.645 1.957 0.329586101175268
"Japan" 1951 90 "Female" 1.375 5.314 0.258750470455401
"Japan" 1951 91 "Male" 0.461 1.319 0.34950720242608
"Japan" 1951 91 "Female" 1.155 3.781 0.305474742131711
"Japan" 1951 92 "Male" 0.308 0.87 0.354022988505747
"Japan" 1951 92 "Female" 0.871 2.621 0.332315909958031
"Japan" 1951 93 "Male" 0.21 0.552 0.380434782608696
"Japan" 1951 93 "Female" 0.612 1.78 0.343820224719101
"Japan" 1951 94 "Male" 0.129 0.337 0.382789317507418
"Japan" 1951 94 "Female" 0.466 1.173 0.397271952259165
"Japan" 1951 95 "Male" 0.078 0.193 0.404145077720207
"Japan" 1951 95 "Female" 0.292 0.752 0.388297872340426
"Japan" 1951 96 "Male" 0.049 0.115 0.426086956521739
"Japan" 1951 96 "Female" 0.204 0.49 0.416326530612245
"Japan" 1951 97 "Male" 0.033 0.073 0.452054794520548
"Japan" 1951 97 "Female" 0.142 0.314 0.452229299363057
"Japan" 1951 98 "Male" 0.021 0.041 0.51219512195122
"Japan" 1951 98 "Female" 0.09 0.182 0.494505494505495
"Japan" 1951 99 "Male" 0.011 0.021 0.523809523809524
"Japan" 1951 99 "Female" 0.049 0.092 0.532608695652174
"Japan" 1951 100 "Male" 0.006 0.011 0.545454545454546
"Japan" 1951 100 "Female" 0.025 0.047 0.531914893617021
"Japan" 1952 0 "Male" 55.41 1069.042 0.0518314528334715
"Japan" 1952 0 "Female" 46.311 1024.178 0.0452177258250031
"Japan" 1952 1 "Male" 9.97 1110.467 0.00897820466524444
"Japan" 1952 1 "Female" 9.539 1069.417 0.00891981331884569
"Japan" 1952 2 "Male" 8.535 1147.014 0.00744106000449864
"Japan" 1952 2 "Female" 8.466 1126.656 0.00751427232447171
"Japan" 1952 3 "Male" 7.058 1211.208 0.00582724024279892
"Japan" 1952 3 "Female" 6.765 1211.663 0.00558323560263869
"Japan" 1952 4 "Male" 4.937 1271.987 0.00388132897584645
"Japan" 1952 4 "Female" 5.05 1268.381 0.00398145352224608
"Japan" 1952 5 "Male" 3.576 1237.113 0.00289060093944531
"Japan" 1952 5 "Female" 3.136 1229.38 0.00255087930501554
"Japan" 1952 6 "Male" 1.848 998.819 0.00185018506856598
"Japan" 1952 6 "Female" 1.715 990.601 0.00173127222766785
"Japan" 1952 7 "Male" 1.325 812.53 0.00163070901997465
"Japan" 1952 7 "Female" 1.082 812.857 0.00133110743956194
"Japan" 1952 8 "Male" 1.235 921.567 0.00134010874955375
"Japan" 1952 8 "Female" 0.959 930.242 0.00103091453621746
"Japan" 1952 9 "Male" 1.104 994.38 0.00111023954624992
"Japan" 1952 9 "Female" 0.916 1006.277 0.000910286133937276
"Japan" 1952 10 "Male" 0.985 994.99 0.000989959698087418
