"Year" "Age" "Female" "Male" "Total" "OpenInterval" "CNTRY"
1933 0 0.054177 0.068175 0.061292 FALSE "USA"
1933 1 0.008866 0.010039 0.009459 FALSE "USA"
1933 2 0.004025 0.004671 0.004351 FALSE "USA"
1933 3 0.002869 0.003333 0.003104 FALSE "USA"
1933 4 0.00223 0.002537 0.002386 FALSE "USA"
1933 5 0.001852 0.002092 0.001975 FALSE "USA"
1933 6 0.001645 0.001898 0.001774 FALSE "USA"
1933 7 0.001472 0.001744 0.001611 FALSE "USA"
1933 8 0.00132 0.001614 0.001469 FALSE "USA"
1933 9 0.001194 0.00151 0.001354 FALSE "USA"
1933 10 0.001098 0.001436 0.001268 FALSE "USA"
1933 11 0.001058 0.001408 0.001234 FALSE "USA"
1933 12 0.001096 0.001457 0.001278 FALSE "USA"
1933 13 0.001211 0.001584 0.001398 FALSE "USA"
1933 14 0.001392 0.001774 0.001584 FALSE "USA"
1933 15 0.001627 0.002013 0.00182 FALSE "USA"
1933 16 0.001867 0.002254 0.00206 FALSE "USA"
1933 17 0.002099 0.002484 0.002291 FALSE "USA"
1933 18 0.002329 0.002708 0.002518 FALSE "USA"
1933 19 0.00256 0.002932 0.002745 FALSE "USA"
1933 20 0.002789 0.003151 0.002968 FALSE "USA"
1933 21 0.002992 0.003343 0.003166 FALSE "USA"
1933 22 0.003163 0.003501 0.00333 FALSE "USA"
1933 23 0.003298 0.003619 0.003457 FALSE "USA"
1933 24 0.003396 0.003694 0.003543 FALSE "USA"
1933 25 0.003465 0.003735 0.003598 FALSE "USA"
1933 26 0.003532 0.003786 0.003657 FALSE "USA"
1933 27 0.003604 0.003858 0.003729 FALSE "USA"
1933 28 0.003675 0.003952 0.003811 FALSE "USA"
1933 29 0.003743 0.004066 0.003903 FALSE "USA"
1933 30 0.003815 0.004206 0.004008 FALSE "USA"
1933 31 0.003918 0.004385 0.00415 FALSE "USA"
1933 32 0.004064 0.004609 0.004335 FALSE "USA"
1933 33 0.004257 0.004882 0.004568 FALSE "USA"
1933 34 0.004498 0.005202 0.00485 FALSE "USA"
1933 35 0.004757 0.005539 0.005149 FALSE "USA"
1933 36 0.00497 0.005837 0.005406 FALSE "USA"
1933 37 0.005129 0.006093 0.005615 FALSE "USA"
1933 38 0.005252 0.006329 0.005796 FALSE "USA"
1933 39 0.005357 0.006568 0.005972 FALSE "USA"
1933 40 0.005488 0.006855 0.006183 FALSE "USA"
1933 41 0.005709 0.007243 0.006492 FALSE "USA"
1933 42 0.006031 0.007737 0.006905 FALSE "USA"
1933 43 0.006427 0.00831 0.007396 FALSE "USA"
1933 44 0.006885 0.008943 0.007948 FALSE "USA"
1933 45 0.007386 0.009625 0.008547 FALSE "USA"
1933 46 0.007904 0.010329 0.009164 FALSE "USA"
1933 47 0.008438 0.011059 0.009801 FALSE "USA"
1933 48 0.009018 0.011841 0.010487 FALSE "USA"
1933 49 0.009661 0.012689 0.011237 FALSE "USA"
1933 50 0.010354 0.013588 0.012037 FALSE "USA"
1933 51 0.011045 0.014482 0.012834 FALSE "USA"
1933 52 0.011719 0.015357 0.013612 FALSE "USA"
1933 53 0.01237 0.016215 0.01437 FALSE "USA"
1933 54 0.013003 0.017064 0.015115 FALSE "USA"
1933 55 0.013672 0.017975 0.015908 FALSE "USA"
1933 56 0.014546 0.019144 0.016932 FALSE "USA"
1933 57 0.015683 0.020642 0.018253 FALSE "USA"
1933 58 0.0171 0.022491 0.019889 FALSE "USA"
1933 59 0.018817 0.024717 0.021864 FALSE "USA"
1933 60 0.020778 0.027227 0.024103 FALSE "USA"
1933 61 0.022725 0.029643 0.026286 FALSE "USA"
1933 62 0.024595 0.031856 0.028328 FALSE "USA"
1933 63 0.026413 0.033899 0.030256 FALSE "USA"
1933 64 0.02819 0.035787 0.032084 FALSE "USA"
1933 65 0.030048 0.03769 0.033957 FALSE "USA"
1933 66 0.032371 0.040198 0.036365 FALSE "USA"
1933 67 0.035313 0.043549 0.039503 FALSE "USA"
1933 68 0.038938 0.047832 0.043446 FALSE "USA"
1933 69 0.043342 0.053174 0.048306 FALSE "USA"
1933 70 0.048427 0.059406 0.05395 FALSE "USA"
1933 71 0.053537 0.065483 0.059527 FALSE "USA"
1933 72 0.058446 0.071014 0.064733 FALSE "USA"
1933 73 0.063187 0.076026 0.069594 FALSE "USA"
1933 74 0.067515 0.080226 0.07384 FALSE "USA"
1933 75 0.07115 0.083403 0.077223 FALSE "USA"
1933 76 0.077398 0.089717 0.083472 FALSE "USA"
1933 77 0.084651 0.097288 0.090843 FALSE "USA"
1933 78 0.092973 0.106202 0.099409 FALSE "USA"
1933 79 0.102219 0.11639 0.109055 FALSE "USA"
1933 80 0.109071 0.127462 0.117736 FALSE "USA"
1933 81 0.11917 0.139466 0.128628 FALSE "USA"
1933 82 0.129521 0.151866 0.139814 FALSE "USA"
1933 83 0.140168 0.164638 0.151303 FALSE "USA"
1933 84 0.151254 0.177681 0.163131 FALSE "USA"
1933 85 0.162747 0.190778 0.175186 FALSE "USA"
1933 86 0.175539 0.204811 0.188359 FALSE "USA"
1933 87 0.189995 0.220046 0.202976 FALSE "USA"
1933 88 0.205434 0.235905 0.21839 FALSE "USA"
1933 89 0.221018 0.251016 0.233545 FALSE "USA"
1933 90 0.235993 0.263537 0.247275 FALSE "USA"
1933 91 0.249306 0.272149 0.258468 FALSE "USA"
1933 92 0.260946 0.276243 0.266954 FALSE "USA"
1933 93 0.271141 0.275742 0.272918 FALSE "USA"
1933 94 0.27893 0.275514 0.27763 FALSE "USA"
1933 95 0.283035 0.28505 0.283786 FALSE "USA"
1933 96 0.280114 0.293819 0.2851 FALSE "USA"
1933 97 0.269702 0.293261 0.278099 FALSE "USA"
1933 98 0.254442 0.277355 0.262647 FALSE "USA"
1933 99 0.250093 0.275198 0.259134 FALSE "USA"
1933 100 0.337329 0.396464 0.358225 FALSE "USA"
1933 101 0.349018 0.417452 0.37292 FALSE "USA"
1933 102 0.360825 0.438501 0.387729 FALSE "USA"
1933 103 0.372605 0.465373 0.404303 FALSE "USA"
1933 104 0.382898 0.495692 0.420798 FALSE "USA"
1933 105 0.393808 0.526545 0.437883 FALSE "USA"
1933 106 0.407625 0.557859 0.457333 FALSE "USA"
1933 107 0.419395 0.584613 0.474189 FALSE "USA"
1933 108 0.421183 0.641279 0.491156 FALSE "USA"
1933 109 0.427862 0.729327 0.518371 FALSE "USA"
1933 110 0.533982 1.021311 0.672418 TRUE "USA"
1934 0 0.060211 0.076478 0.068487 FALSE "USA"
1934 1 0.009894 0.011208 0.010558 FALSE "USA"
1934 2 0.00454 0.005157 0.004852 FALSE "USA"
1934 3 0.002979 0.003475 0.00323 FALSE "USA"
1934 4 0.002236 0.002662 0.002451 FALSE "USA"
1934 5 0.001858 0.002192 0.002029 FALSE "USA"
1934 6 0.001667 0.001972 0.001823 FALSE "USA"
1934 7 0.001495 0.001793 0.001647 FALSE "USA"
1934 8 0.001354 0.001655 0.001507 FALSE "USA"
1934 9 0.001235 0.001542 0.00139 FALSE "USA"
1934 10 0.001147 0.001464 0.001307 FALSE "USA"
1934 11 0.001112 0.00144 0.001277 FALSE "USA"
1934 12 0.001136 0.001473 0.001306 FALSE "USA"
1934 13 0.001233 0.001586 0.00141 FALSE "USA"
1934 14 0.0014 0.001778 0.00159 FALSE "USA"
1934 15 0.00162 0.002028 0.001824 FALSE "USA"
1934 16 0.00185 0.002285 0.002068 FALSE "USA"
1934 17 0.002076 0.002534 0.002304 FALSE "USA"
1934 18 0.002296 0.002774 0.002534 FALSE "USA"
1934 19 0.002517 0.00301 0.002762 FALSE "USA"
1934 20 0.002737 0.00324 0.002987 FALSE "USA"
1934 21 0.002933 0.003436 0.003182 FALSE "USA"
1934 22 0.003101 0.003593 0.003344 FALSE "USA"
1934 23 0.003242 0.003708 0.003472 FALSE "USA"
1934 24 0.00335 0.003775 0.00356 FALSE "USA"
1934 25 0.003429 0.003802 0.003613 FALSE "USA"
1934 26 0.0035 0.003843 0.003669 FALSE "USA"
1934 27 0.003571 0.003911 0.003738 FALSE "USA"
1934 28 0.003639 0.004006 0.00382 FALSE "USA"
1934 29 0.003701 0.00413 0.003913 FALSE "USA"
1934 30 0.003762 0.004283 0.00402 FALSE "USA"
1934 31 0.003853 0.00447 0.004159 FALSE "USA"
1934 32 0.003981 0.004694 0.004335 FALSE "USA"
1934 33 0.004151 0.004957 0.004552 FALSE "USA"
1934 34 0.004367 0.005263 0.004814 FALSE "USA"
1934 35 0.004621 0.005604 0.005112 FALSE "USA"
1934 36 0.004863 0.005939 0.005403 FALSE "USA"
1934 37 0.005065 0.00624 0.005656 FALSE "USA"
1934 38 0.005231 0.006512 0.005877 FALSE "USA"
1934 39 0.005378 0.006778 0.006086 FALSE "USA"
1934 40 0.005528 0.007062 0.006306 FALSE "USA"
1934 41 0.005727 0.007411 0.006584 FALSE "USA"
1934 42 0.00601 0.007869 0.006959 FALSE "USA"
1934 43 0.006376 0.008435 0.007431 FALSE "USA"
1934 44 0.006804 0.009082 0.007976 FALSE "USA"
1934 45 0.00728 0.009794 0.008579 FALSE "USA"
1934 46 0.00781 0.01056 0.009236 FALSE "USA"
1934 47 0.008387 0.011376 0.00994 FALSE "USA"
1934 48 0.009019 0.012254 0.010701 FALSE "USA"
1934 49 0.009736 0.01322 0.011548 FALSE "USA"
1934 50 0.010532 0.014267 0.012474 FALSE "USA"
1934 51 0.011311 0.015295 0.013382 FALSE "USA"
1934 52 0.012032 0.016256 0.014228 FALSE "USA"
1934 53 0.012683 0.017137 0.014997 FALSE "USA"
1934 54 0.013258 0.017937 0.015688 FALSE "USA"
1934 55 0.013809 0.01872 0.016357 FALSE "USA"
1934 56 0.014554 0.01973 0.017236 FALSE "USA"
1934 57 0.015587 0.021079 0.018429 FALSE "USA"
1934 58 0.016943 0.022806 0.019972 FALSE "USA"
1934 59 0.01865 0.024944 0.021895 FALSE "USA"
1934 60 0.020668 0.027445 0.024155 FALSE "USA"
1934 61 0.022719 0.029965 0.02644 FALSE "USA"
1934 62 0.024704 0.032359 0.028628 FALSE "USA"
1934 63 0.026628 0.034622 0.03072 FALSE "USA"
1934 64 0.028502 0.036777 0.032732 FALSE "USA"
1934 65 0.030396 0.038922 0.034747 FALSE "USA"
1934 66 0.032662 0.041483 0.037155 FALSE "USA"
1934 67 0.035501 0.044719 0.040185 FALSE "USA"
1934 68 0.039002 0.048749 0.043938 FALSE "USA"
1934 69 0.043257 0.053663 0.048506 FALSE "USA"
1934 70 0.048268 0.059462 0.053891 FALSE "USA"
1934 71 0.053528 0.065563 0.059548 FALSE "USA"
1934 72 0.058737 0.071541 0.065119 FALSE "USA"
1934 73 0.063813 0.077272 0.070502 FALSE "USA"
1934 74 0.068815 0.082884 0.075787 FALSE "USA"
1934 75 0.071635 0.085984 0.078719 FALSE "USA"
1934 76 0.078041 0.093237 0.08551 FALSE "USA"
1934 77 0.085361 0.101435 0.093217 FALSE "USA"
1934 78 0.093792 0.110626 0.101964 FALSE "USA"
1934 79 0.103376 0.120621 0.111684 FALSE "USA"
1934 80 0.110385 0.130257 0.119749 FALSE "USA"
1934 81 0.121216 0.141523 0.130684 FALSE "USA"
1934 82 0.132292 0.153406 0.142021 FALSE "USA"
1934 83 0.143229 0.1655 0.153363 FALSE "USA"
1934 84 0.153801 0.177724 0.164543 FALSE "USA"
1934 85 0.164308 0.190365 0.175849 FALSE "USA"
1934 86 0.176009 0.204097 0.188279 FALSE "USA"
1934 87 0.189624 0.21946 0.202475 FALSE "USA"
1934 88 0.205179 0.236138 0.218322 FALSE "USA"
1934 89 0.221801 0.253302 0.234958 FALSE "USA"
1934 90 0.238895 0.269699 0.251531 FALSE "USA"
1934 91 0.25555 0.283122 0.266661 FALSE "USA"
1934 92 0.270157 0.29202 0.278808 FALSE "USA"
1934 93 0.281578 0.295043 0.286819 FALSE "USA"
1934 94 0.289891 0.293843 0.291413 FALSE "USA"
1934 95 0.293755 0.295144 0.294284 FALSE "USA"
1934 96 0.287866 0.292093 0.289438 FALSE "USA"
1934 97 0.275047 0.28255 0.277754 FALSE "USA"
1934 98 0.263196 0.269399 0.265381 FALSE "USA"
1934 99 0.270155 0.267304 0.269142 FALSE "USA"
1934 100 0.369592 0.417028 0.386375 FALSE "USA"
1934 101 0.386636 0.438166 0.404185 FALSE "USA"
1934 102 0.403824 0.460319 0.422744 FALSE "USA"
1934 103 0.421916 0.481588 0.441643 FALSE "USA"
1934 104 0.44075 0.512302 0.463866 FALSE "USA"
1934 105 0.457801 0.548718 0.486287 FALSE "USA"
1934 106 0.476916 0.585452 0.510072 FALSE "USA"
1934 107 0.502668 0.623119 0.538949 FALSE "USA"
1934 108 0.525456 0.650953 0.563085 FALSE "USA"
1934 109 0.529556 0.740648 0.587184 FALSE "USA"
1934 110 0.659328 1.150146 0.763586 TRUE "USA"
1935 0 0.053557 0.069168 0.061509 FALSE "USA"
1935 1 0.008334 0.009476 0.008912 FALSE "USA"
1935 2 0.003766 0.004519 0.004146 FALSE "USA"
1935 3 0.002756 0.003199 0.00298 FALSE "USA"
1935 4 0.002326 0.002479 0.002404 FALSE "USA"
1935 5 0.001929 0.002086 0.002009 FALSE "USA"
1935 6 0.001678 0.001919 0.001801 FALSE "USA"
1935 7 0.001463 0.001764 0.001617 FALSE "USA"
1935 8 0.001296 0.001643 0.001473 FALSE "USA"
1935 9 0.001183 0.001555 0.001372 FALSE "USA"
1935 10 0.001117 0.001493 0.001307 FALSE "USA"
1935 11 0.001104 0.001483 0.001295 FALSE "USA"
1935 12 0.001144 0.001526 0.001336 FALSE "USA"
1935 13 0.001237 0.001623 0.001431 FALSE "USA"
1935 14 0.001396 0.001795 0.001596 FALSE "USA"
1935 15 0.001612 0.002033 0.001823 FALSE "USA"
1935 16 0.001838 0.002282 0.00206 FALSE "USA"
1935 17 0.00206 0.002525 0.002292 FALSE "USA"
1935 18 0.002272 0.002753 0.002512 FALSE "USA"
1935 19 0.002475 0.002966 0.002718 FALSE "USA"
1935 20 0.002669 0.003166 0.002915 FALSE "USA"
1935 21 0.002845 0.003342 0.003091 FALSE "USA"
1935 22 0.003002 0.003494 0.003246 FALSE "USA"
1935 23 0.003143 0.003624 0.003381 FALSE "USA"
1935 24 0.003267 0.003731 0.003496 FALSE "USA"
1935 25 0.003372 0.003813 0.00359 FALSE "USA"
1935 26 0.003461 0.003891 0.003673 FALSE "USA"
1935 27 0.003538 0.003968 0.00375 FALSE "USA"
1935 28 0.003601 0.004046 0.00382 FALSE "USA"
1935 29 0.003648 0.004122 0.003882 FALSE "USA"
1935 30 0.003688 0.004206 0.003944 FALSE "USA"
1935 31 0.003763 0.004344 0.004051 FALSE "USA"
1935 32 0.003888 0.004547 0.004215 FALSE "USA"
1935 33 0.004065 0.004821 0.00444 FALSE "USA"
1935 34 0.004299 0.005168 0.004731 FALSE "USA"
1935 35 0.004582 0.005579 0.005079 FALSE "USA"
1935 36 0.004862 0.005996 0.005429 FALSE "USA"
1935 37 0.005107 0.006379 0.005745 FALSE "USA"
1935 38 0.005295 0.006702 0.006003 FALSE "USA"
1935 39 0.005431 0.006969 0.006207 FALSE "USA"
1935 40 0.005541 0.007214 0.006388 FALSE "USA"
1935 41 0.005684 0.007497 0.006604 FALSE "USA"
1935 42 0.005901 0.007864 0.006901 FALSE "USA"
1935 43 0.006225 0.008355 0.007313 FALSE "USA"
1935 44 0.006658 0.008972 0.007844 FALSE "USA"
1935 45 0.007174 0.009682 0.008465 FALSE "USA"
1935 46 0.007738 0.010438 0.009134 FALSE "USA"
1935 47 0.008333 0.011231 0.009835 FALSE "USA"
1935 48 0.008947 0.01206 0.010564 FALSE "USA"
1935 49 0.009586 0.012938 0.011329 FALSE "USA"
1935 50 0.010268 0.013879 0.012145 FALSE "USA"
1935 51 0.010978 0.014866 0.012999 FALSE "USA"
1935 52 0.011698 0.015877 0.013869 FALSE "USA"
1935 53 0.012409 0.016886 0.014733 FALSE "USA"
1935 54 0.013103 0.017883 0.015583 FALSE "USA"
1935 55 0.013807 0.018902 0.016447 FALSE "USA"
1935 56 0.01462 0.020035 0.017422 FALSE "USA"
1935 57 0.015596 0.021339 0.018562 FALSE "USA"
1935 58 0.016771 0.022855 0.019908 FALSE "USA"
1935 59 0.018172 0.024605 0.021482 FALSE "USA"
1935 60 0.019793 0.02659 0.023283 FALSE "USA"
1935 61 0.02158 0.02877 0.025263 FALSE "USA"
1935 62 0.02352 0.03112 0.027405 FALSE "USA"
1935 63 0.025632 0.033641 0.029718 FALSE "USA"
1935 64 0.027963 0.036379 0.03225 FALSE "USA"
1935 65 0.030527 0.039356 0.03502 FALSE "USA"
1935 66 0.033255 0.042473 0.037939 FALSE "USA"
1935 67 0.036196 0.045789 0.041061 FALSE "USA"
1935 68 0.039431 0.049417 0.044481 FALSE "USA"
1935 69 0.042987 0.053385 0.048227 FALSE "USA"
1935 70 0.046919 0.057752 0.052355 FALSE "USA"
1935 71 0.051368 0.062779 0.057068 FALSE "USA"
1935 72 0.056329 0.068452 0.062357 FALSE "USA"
1935 73 0.061698 0.074583 0.068079 FALSE "USA"
1935 74 0.067521 0.081225 0.074284 FALSE "USA"
1935 75 0.071118 0.085408 0.078138 FALSE "USA"
1935 76 0.078162 0.093504 0.085669 FALSE "USA"
1935 77 0.085772 0.102214 0.093778 FALSE "USA"
1935 78 0.09383 0.11138 0.102322 FALSE "USA"
1935 79 0.102275 0.120696 0.111123 FALSE "USA"
1935 80 0.107077 0.128248 0.117038 FALSE "USA"
1935 81 0.11653 0.138413 0.126728 FALSE "USA"
1935 82 0.12686 0.149754 0.137411 FALSE "USA"
1935 83 0.137918 0.162058 0.148905 FALSE "USA"
1935 84 0.149573 0.175074 0.161024 FALSE "USA"
1935 85 0.16214 0.18922 0.174125 FALSE "USA"
1935 86 0.176123 0.204692 0.188583 FALSE "USA"
1935 87 0.191763 0.221605 0.204586 FALSE "USA"
1935 88 0.208836 0.239572 0.221845 FALSE "USA"
1935 89 0.226165 0.25691 0.238984 FALSE "USA"
1935 90 0.241505 0.271414 0.25377 FALSE "USA"
1935 91 0.25512 0.282045 0.265975 FALSE "USA"
1935 92 0.267188 0.287636 0.275307 FALSE "USA"
1935 93 0.275612 0.287337 0.280202 FALSE "USA"
1935 94 0.280836 0.284772 0.282359 FALSE "USA"
1935 95 0.286235 0.288091 0.286948 FALSE "USA"
1935 96 0.285691 0.288236 0.286659 FALSE "USA"
1935 97 0.276827 0.283515 0.279307 FALSE "USA"
1935 98 0.269532 0.27944 0.273086 FALSE "USA"
1935 99 0.284866 0.29086 0.286966 FALSE "USA"
1935 100 0.388137 0.390935 0.389123 FALSE "USA"
1935 101 0.406241 0.406155 0.406211 FALSE "USA"
1935 102 0.426927 0.421359 0.425064 FALSE "USA"
1935 103 0.447962 0.436617 0.44423 FALSE "USA"
1935 104 0.470546 0.449093 0.463567 FALSE "USA"
1935 105 0.494793 0.474189 0.488276 FALSE "USA"
1935 106 0.515909 0.50592 0.512879 FALSE "USA"
1935 107 0.541031 0.53785 0.540099 FALSE "USA"
1935 108 0.578922 0.568643 0.575965 FALSE "USA"
1935 109 0.613717 0.579832 0.603963 FALSE "USA"
1935 110 0.713261 0.919271 0.752612 TRUE "USA"
1936 0 0.05516 0.070098 0.062776 FALSE "USA"
1936 1 0.008082 0.00956 0.008831 FALSE "USA"
1936 2 0.003923 0.004546 0.004238 FALSE "USA"
1936 3 0.002675 0.003026 0.002853 FALSE "USA"
1936 4 0.002154 0.002388 0.002272 FALSE "USA"
1936 5 0.001758 0.00201 0.001886 FALSE "USA"
1936 6 0.001534 0.001865 0.001702 FALSE "USA"
1936 7 0.00136 0.001733 0.00155 FALSE "USA"
1936 8 0.001219 0.00161 0.001418 FALSE "USA"
1936 9 0.00112 0.001511 0.001319 FALSE "USA"
1936 10 0.00107 0.001445 0.00126 FALSE "USA"
1936 11 0.001071 0.001435 0.001255 FALSE "USA"
1936 12 0.001129 0.001493 0.001312 FALSE "USA"
1936 13 0.00124 0.001615 0.001429 FALSE "USA"
1936 14 0.001408 0.001805 0.001607 FALSE "USA"
1936 15 0.001636 0.00207 0.001854 FALSE "USA"
1936 16 0.001879 0.002356 0.002117 FALSE "USA"
1936 17 0.002114 0.002633 0.002372 FALSE "USA"
1936 18 0.002337 0.00289 0.002612 FALSE "USA"
1936 19 0.002539 0.003117 0.002826 FALSE "USA"
1936 20 0.002721 0.003309 0.003012 FALSE "USA"
1936 21 0.002886 0.00347 0.003175 FALSE "USA"
1936 22 0.003037 0.003603 0.003317 FALSE "USA"
1936 23 0.003177 0.003713 0.003442 FALSE "USA"
1936 24 0.003311 0.003802 0.003553 FALSE "USA"
1936 25 0.003435 0.003874 0.003652 FALSE "USA"
1936 26 0.003541 0.00395 0.003743 FALSE "USA"
1936 27 0.003622 0.004033 0.003825 FALSE "USA"
1936 28 0.003678 0.004122 0.003897 FALSE "USA"
1936 29 0.003707 0.004216 0.003958 FALSE "USA"
1936 30 0.003719 0.004324 0.004018 FALSE "USA"
1936 31 0.003773 0.004478 0.004122 FALSE "USA"
1936 32 0.003889 0.004689 0.004285 FALSE "USA"
1936 33 0.004069 0.004963 0.004512 FALSE "USA"
1936 34 0.00432 0.005301 0.004808 FALSE "USA"
1936 35 0.004631 0.005701 0.005163 FALSE "USA"
1936 36 0.004941 0.006129 0.005534 FALSE "USA"
1936 37 0.00523 0.006573 0.005902 FALSE "USA"
1936 38 0.005476 0.007009 0.006246 FALSE "USA"
1936 39 0.005659 0.007411 0.006541 FALSE "USA"
1936 40 0.005793 0.007785 0.006799 FALSE "USA"
1936 41 0.00594 0.008156 0.007062 FALSE "USA"
1936 42 0.006128 0.008548 0.007357 FALSE "USA"
1936 43 0.00639 0.009 0.007719 FALSE "USA"
1936 44 0.006754 0.009551 0.008183 FALSE "USA"
1936 45 0.007222 0.010203 0.008751 FALSE "USA"
1936 46 0.00776 0.010934 0.009394 FALSE "USA"
1936 47 0.008356 0.011733 0.010101 FALSE "USA"
1936 48 0.009003 0.012606 0.01087 FALSE "USA"
1936 49 0.009696 0.013566 0.011706 FALSE "USA"
1936 50 0.010436 0.014616 0.012608 FALSE "USA"
1936 51 0.011194 0.015712 0.013541 FALSE "USA"
1936 52 0.011964 0.016835 0.014493 FALSE "USA"
1936 53 0.012724 0.017958 0.015441 FALSE "USA"
1936 54 0.013447 0.019042 0.016348 FALSE "USA"
1936 55 0.014149 0.020099 0.01723 FALSE "USA"
1936 56 0.014957 0.021254 0.018212 FALSE "USA"
1936 57 0.015932 0.02257 0.019357 FALSE "USA"
1936 58 0.017109 0.024088 0.020701 FALSE "USA"
1936 59 0.018528 0.025845 0.022286 FALSE "USA"
1936 60 0.020202 0.027857 0.024125 FALSE "USA"
1936 61 0.022077 0.030101 0.02618 FALSE "USA"
1936 62 0.024148 0.032585 0.028451 FALSE "USA"
1936 63 0.026446 0.035323 0.030962 FALSE "USA"
1936 64 0.029027 0.03836 0.033766 FALSE "USA"
1936 65 0.031917 0.041705 0.03688 FALSE "USA"
1936 66 0.034946 0.045124 0.0401 FALSE "USA"
1936 67 0.038052 0.048549 0.04336 FALSE "USA"
1936 68 0.041282 0.05204 0.046712 FALSE "USA"
1936 69 0.044679 0.055664 0.050208 FALSE "USA"
1936 70 0.048323 0.059544 0.053949 FALSE "USA"
1936 71 0.052644 0.06428 0.058452 FALSE "USA"
1936 72 0.057891 0.070188 0.063999 FALSE "USA"
1936 73 0.064114 0.077294 0.070627 FALSE "USA"
1936 74 0.071299 0.085526 0.078298 FALSE "USA"
1936 75 0.076517 0.091574 0.083885 FALSE "USA"
1936 76 0.084401 0.100638 0.09231 FALSE "USA"
1936 77 0.09295 0.110294 0.10136 FALSE "USA"
1936 78 0.101832 0.120253 0.110714 FALSE "USA"
1936 79 0.11069 0.13002 0.119945 FALSE "USA"
1936 80 0.114919 0.137245 0.125389 FALSE "USA"
1936 81 0.124909 0.14784 0.135572 FALSE "USA"
1936 82 0.136444 0.160242 0.147399 FALSE "USA"
1936 83 0.14924 0.17414 0.160567 FALSE "USA"
1936 84 0.163148 0.189195 0.17484 FALSE "USA"
1936 85 0.178063 0.205097 0.190024 FALSE "USA"
1936 86 0.193844 0.221842 0.206044 FALSE "USA"
1936 87 0.211131 0.240085 0.223553 FALSE "USA"
1936 88 0.229648 0.2595 0.242256 FALSE "USA"
1936 89 0.24808 0.278881 0.260886 FALSE "USA"
1936 90 0.264485 0.295938 0.277363 FALSE "USA"
1936 91 0.278607 0.309383 0.291005 FALSE "USA"
1936 92 0.290865 0.318255 0.30173 FALSE "USA"
1936 93 0.301039 0.321179 0.308938 FALSE "USA"
1936 94 0.308475 0.321719 0.31362 FALSE "USA"
1936 95 0.316831 0.32894 0.321493 FALSE "USA"
1936 96 0.321682 0.330867 0.3252 FALSE "USA"
1936 97 0.319732 0.325223 0.321814 FALSE "USA"
1936 98 0.313293 0.319479 0.315576 FALSE "USA"
1936 99 0.32604 0.334268 0.328973 FALSE "USA"
1936 100 0.426288 0.429518 0.427416 FALSE "USA"
1936 101 0.444034 0.446129 0.444771 FALSE "USA"
1936 102 0.461958 0.460702 0.461521 FALSE "USA"
1936 103 0.483479 0.474638 0.480507 FALSE "USA"
1936 104 0.504753 0.4877 0.49909 FALSE "USA"
1936 105 0.528122 0.494968 0.517142 FALSE "USA"
1936 106 0.553146 0.523416 0.543583 FALSE "USA"
1936 107 0.571664 0.56532 0.569729 FALSE "USA"
1936 108 0.596615 0.606728 0.599571 FALSE "USA"
1936 109 0.646931 0.647605 0.647126 FALSE "USA"
1936 110 0.714826 0.852273 0.745105 TRUE "USA"
1937 0 0.053895 0.068365 0.061267 FALSE "USA"
1937 1 0.007856 0.008863 0.008366 FALSE "USA"
1937 2 0.00369 0.004245 0.003971 FALSE "USA"
1937 3 0.002513 0.002893 0.002705 FALSE "USA"
1937 4 0.001951 0.00232 0.002138 FALSE "USA"
1937 5 0.001604 0.001947 0.001778 FALSE "USA"
1937 6 0.001404 0.001746 0.001578 FALSE "USA"
1937 7 0.001253 0.001593 0.001426 FALSE "USA"
1937 8 0.001135 0.001464 0.001303 FALSE "USA"
1937 9 0.001039 0.001356 0.0012 FALSE "USA"
1937 10 0.000977 0.001287 0.001135 FALSE "USA"
1937 11 0.000972 0.001288 0.001132 FALSE "USA"
1937 12 0.001024 0.001356 0.001192 FALSE "USA"
1937 13 0.001132 0.001494 0.001315 FALSE "USA"
1937 14 0.001295 0.001701 0.001499 FALSE "USA"
1937 15 0.001507 0.001967 0.001738 FALSE "USA"
1937 16 0.001734 0.002247 0.001991 FALSE "USA"
1937 17 0.001959 0.002521 0.002239 FALSE "USA"
1937 18 0.002175 0.002774 0.002473 FALSE "USA"
1937 19 0.002375 0.002995 0.002682 FALSE "USA"
1937 20 0.002551 0.003172 0.002858 FALSE "USA"
1937 21 0.002701 0.003309 0.003001 FALSE "USA"
1937 22 0.002829 0.00342 0.003121 FALSE "USA"
1937 23 0.00294 0.003512 0.003222 FALSE "USA"
1937 24 0.003037 0.003587 0.003308 FALSE "USA"
1937 25 0.003126 0.003656 0.003387 FALSE "USA"
1937 26 0.003213 0.003739 0.003472 FALSE "USA"
1937 27 0.003296 0.003835 0.003562 FALSE "USA"
1937 28 0.003372 0.003942 0.003653 FALSE "USA"
1937 29 0.003438 0.004059 0.003745 FALSE "USA"
1937 30 0.0035 0.004188 0.00384 FALSE "USA"
1937 31 0.003588 0.004348 0.003964 FALSE "USA"
1937 32 0.003713 0.004546 0.004125 FALSE "USA"
1937 33 0.003878 0.004784 0.004327 FALSE "USA"
1937 34 0.004088 0.005067 0.004574 FALSE "USA"
1937 35 0.004339 0.005395 0.004864 FALSE "USA"
1937 36 0.004603 0.005756 0.005178 FALSE "USA"
